,mae_train_mean,mae_train_max,mae_train_min,mae_train_std,mae_test_mean,mae_test_max,mae_test_min,mae_test_std,max_error_train_mean,max_error_train_max,max_error_train_min,max_error_train_std,max_error_test_mean,max_error_test_max,max_error_test_min,max_error_test_std,rmse_train_mean,rmse_train_max,rmse_train_min,rmse_train_std,rmse_test_mean,rmse_test_max,rmse_test_min,rmse_test_std,r2_train_mean,r2_train_max,r2_train_min,r2_train_std,r2_test_mean,r2_test_max,r2_test_min,r2_test_std,mape_train_mean,mape_train_max,mape_train_min,mape_train_std,mape_test_mean,mape_test_max,mape_test_min,mape_test_std
RandomForestRegressor,19.122165747577224,19.707407234373765,18.489268180186745,0.3877128879087812,49.75677678561843,55.998277826218,42.93431232044711,4.74294845487554,552.9057419349011,647.2200763065039,0.009793360643101323,60.36428569167331,893.8655065552333,1545.5201986560437,0.016540776439541105,356.0009737788086,41.57194995775899,44.414841962955634,37.418943853263634,2.4980183407943337,101.08395644074184,144.15522665515013,80.71417184579357,23.485567544494643,0.9928816942943317,0.9939261324985527,0.9917760800865121,0.0008572646564306319,0.9575566626418157,0.9671530524832986,0.9301594435596496,0.013913236568487062,0.035661750285148806,0.03716661692952104,0.03436330626861899,0.0009016834437283015,0.09615397675960084,0.11012955614948415,0.0860757364923176,0.00784444283916452
