,mae_train_mean,mae_train_max,mae_train_min,mae_train_std,mae_test_mean,mae_test_max,mae_test_min,mae_test_std,max_error_train_mean,max_error_train_max,max_error_train_min,max_error_train_std,max_error_test_mean,max_error_test_max,max_error_test_min,max_error_test_std,rmse_train_mean,rmse_train_max,rmse_train_min,rmse_train_std,rmse_test_mean,rmse_test_max,rmse_test_min,rmse_test_std,r2_train_mean,r2_train_max,r2_train_min,r2_train_std,r2_test_mean,r2_test_max,r2_test_min,r2_test_std,mape_train_mean,mape_train_max,mape_train_min,mape_train_std,mape_test_mean,mape_test_max,mape_test_min,mape_test_std
RandomForestRegressor,25.160774497817805,26.010818045531785,24.313721886909462,0.5988641073148632,67.43766290738043,82.70789080862139,57.59799278698664,9.384938650334801,678.0983881310419,775.8600451100956,0.0012315115850469738,104.4362882430915,1212.7202729933485,1962.2121168624108,0.04167507148898153,397.43858433876835,57.18354528787552,61.798892146911435,52.06237746339936,3.2280025317918084,144.1386470479513,171.5071406457595,120.56862716111965,22.317405403718215,0.986535284424684,0.9893191886132335,0.9851200750422541,0.0014601881054648784,0.9099923202486633,0.9469287632670553,0.8575562075890658,0.031445534200334704,0.04350583476742984,0.0441692303603438,0.04317367196112513,0.0003457275353020969,0.11894210295016476,0.13492041153955697,0.1053107575390016,0.009491918338880124
