mp-ids;Icohp_mean_avg;Icohp_mean_max;Icohp_mean_min;Icohp_mean_std;Icohp_sum_avg;Icohp_sum_max;Icohp_sum_min;Icohp_sum_std;bonding_perc_avg;bonding_perc_max;bonding_perc_min;bonding_perc_std;antibonding_perc_avg;antibonding_perc_min;antibonding_perc_max;antibonding_perc_std;Made_Loe;Made_Mull
mp-924129;-1.426666667;-1.15;-1.78;0.262847653;-6.886666667;-4.6;-10.66;2.688064153;0.904353333;0.99259;0.75478;0.106332933;0.095646667;0.00741;0.24522;0.106332933;-3.21;-2.26
mp-7667;-2.915;-0.54;-5.29;2.375;-5.565;-0.54;-10.59;5.025;0.870175;0.89855;0.8418;0.028375;0.129825;0.10145;0.1582;0.028375;-13.5;-16.67
mp-8062;-6;-6;-6;0;-23.99;-23.99;-23.99;0;1;1;1;0;0;0;0;0;-15.23;-20.97
mp-974381;-1.61;-0.33;-2.25;0.90509668;-7.956666667;-1.32;-13.53;5.041099968;0.82674;0.84515;0.79018;0.025852042;0.17326;0.15485;0.20982;0.025852042;-2.34;-4.96
mp-5048;-2.4375;-0.9;-3.98;1.537504065;-7.3125;-1.8;-15.9;5.43879295;0.998905;1;0.9975;0.001116725;0.001095;0;0.0025;0.001116725;-2;-5.07
mp-2340;-6.6;-6.6;-6.6;0;-6.6;-6.6;-6.6;0;0.76381;0.76381;0.76381;0;0.23619;0.23619;0.23619;0;-29.03;-33.02
mp-22904;-0.74;-0.74;-0.74;0;-3.335;-2.22;-4.45;1.115;0.84609;0.84833;0.84385;0.00224;0.15391;0.15167;0.15615;0.00224;-31.03;-37.15
mp-23861;-0.262;-0.18;-0.35;0.076262704;-1.53;-0.71;-2.11;0.670522185;0.770306;0.78592;0.74419;0.018329392;0.229694;0.21408;0.25581;0.018329392;-31.07;-34.85
mp-504729;-1.976666667;-0.71;-2.61;0.89566859;-7.503333333;-2.61;-15.65;5.799340959;0.842846667;0.95513;0.7866;0.079396353;0.157153333;0.04487;0.2134;0.079396353;-24.99;-32.5
mp-8335;-1.645;-0.51;-3.87;1.562825966;-6.77;-0.51;-23.03;7.609934297;0.83485;0.91298;0.72581;0.060369485;0.16515;0.08702;0.27419;0.060369485;-56.29;-60
mp-8426;-0.41;-0.37;-0.43;0.028284271;-2.446666667;-1.7;-3.4;0.709240595;0.906336667;0.95288;0.81325;0.065822213;0.093663333;0.04712;0.18675;0.065822213;-9.43;-10.3
mp-7041;-1.348;-0.31;-2.6;1.028307347;-2.732;-0.31;-5.2;1.65690555;0.776952;0.85328;0.58108;0.100578349;0.223048;0.14672;0.41892;0.100578349;-35.14;-35.93
mp-1415;-0.57;-0.57;-0.57;0;-3.4;-3.4;-3.4;0;0.89342;0.89342;0.89342;0;0.10658;0.10658;0.10658;0;-18.89;-21.78
mp-4405;-0.333333333;-0.28;-0.44;0.075424723;-1.916666667;-0.56;-3.5;1.210904162;0.7712;0.81868;0.74709;0.033574789;0.2288;0.18132;0.25291;0.033574789;-16.72;-20.27
mp-1002124;-4.58;-4.58;-4.58;0;-18.31;-18.31;-18.31;0;0.99782;0.99782;0.99782;0;0.00218;0.00218;0.00218;0;-12.44;-17.62
mp-14206;-0.638333333;-0.17;-1.42;0.554298856;-2.1;-0.71;-4.25;1.179123969;0.853291667;0.94393;0.67241;0.087556989;0.146708333;0.05607;0.32759;0.087556989;-14.86;-14.52
mp-5020;-2.376666667;-0.53;-3.3;1.305790523;-9.86;-3.16;-19.81;7.175304872;0.946493333;0.99402;0.85144;0.067212857;0.053506667;0.00598;0.14856;0.067212857;-38.56;-43.62
mp-553025;-1.701666667;-0.6;-4.19;1.419006891;-3.661666667;-0.85;-12.46;4.089785718;0.888806667;0.93001;0.8227;0.04591723;0.111193333;0.06999;0.1773;0.04591723;-69.78;-80.47
mp-4359;-1.006666667;-0.26;-2.31;0.900327101;-3.578333333;-0.53;-8.94;2.736283469;0.750873333;0.88646;0.57831;0.092553174;0.249126667;0.11354;0.42169;0.092553174;-45.22;-45.76
mp-1022;-0.44;-0.43;-0.46;0.014142136;-2.623333333;-1.71;-3.42;0.702961987;0.853716667;0.8744;0.81446;0.027772017;0.146283333;0.1256;0.18554;0.027772017;-10.24;-10.7
mp-7801;-3.105;-0.57;-5.64;2.535;-9.3225;-1.15;-22.56;8.590233917;0.9431125;0.99043;0.89583;0.047102917;0.0568875;0.00957;0.10417;0.047102917;-67.47;-78.31
mp-23054;-2.27;-0.63;-3.91;1.64;-8.4575;-0.63;-23.48;9.089431707;0.99219;1;0.98438;0.00781;0.00781;0;0.01562;0.00781;-64.21;-73.56
mp-23513;-1.214;-0.26;-2.55;1.093043458;-4.498;-0.45;-15.29;5.483686351;0.844248;0.98447;0.65537;0.12497436;0.155752;0.01553;0.34463;0.12497436;-10.94;-13.47
mp-28554;-0.505;-0.37;-0.64;0.135;-2.265;-1.1;-3.85;0.999262228;0.8607225;0.90204;0.81924;0.041217987;0.1392775;0.09796;0.18076;0.041217987;-37.83;-42.02
mp-22896;-1.066666667;-0.26;-1.47;0.57039947;-6.583333333;-2.06;-13.27;4.825352031;0.915583333;0.98261;0.78226;0.094274304;0.084416667;0.01739;0.21774;0.094274304;-15.74;-28.25
mp-558430;-9.24;-9.07;-9.41;0.17;-23.36;-9.07;-37.65;14.29;0.989285;0.99762;0.98095;0.008335;0.010715;0.00238;0.01905;0.008335;-32.95;-61.3
mp-5860;-1.1;-0.33;-2.59;1.053660287;-2.201666667;-0.33;-5.19;1.496701002;0.796233333;0.87234;0.58549;0.097502396;0.203766667;0.12766;0.41451;0.097502396;-23.44;-24.16
mp-570256;-0.94;-0.91;-0.97;0.03;-2.5975;-0.91;-3.89;1.227219927;0.71144;0.72864;0.69409;0.017200327;0.28856;0.27136;0.30591;0.017200327;-7.02;-8.34
mp-8039;-5.18;-5.18;-5.18;0;-20.715;-10.36;-31.07;10.355;1;1;1;0;0;0;0;0;-16.12;-30.96
mp-10289;-4.91;-1.15;-6.79;2.658721497;-13.95666667;-1.15;-20.36;9.055680844;0.904763333;1;0.71429;0.134684986;0.095236667;0;0.28571;0.134684986;-28.52;-36.85
mp-561947;-0.474;-0.2;-0.7;0.228700678;-2.424;-0.78;-4.18;1.246669162;0.78817;0.94792;0.65142;0.117652097;0.21183;0.05208;0.34858;0.117652097;-20.17;-20.61
mp-27456;-0.353333333;-0.17;-0.48;0.132748718;-2.106666667;-0.66;-3.73;1.259532541;0.748773333;0.83957;0.64286;0.081014777;0.251226667;0.16043;0.35714;0.081014777;-53.34;-62.38
mp-989535;-0.903333333;-0.26;-2.37;0.800249961;-3.706666667;-0.7;-14.21;3.904441915;0.843114444;1;0.64821;0.125690036;0.156885556;0;0.35179;0.125690036;-6.81;-11.52
mp-21855;-2.325;-1.38;-3.27;0.945;-6.495;-3.27;-13.08;3.884137613;0.86202;0.99772;0.72593;0.135321362;0.13798;0.00228;0.27407;0.135321362;-11.44;-14.05
mp-13031;-1.03;-1.03;-1.03;0;-4.11;-4.11;-4.11;0;0.97674;0.97674;0.97674;0;0.02326;0.02326;0.02326;0;-16.93;-19.44
mp-541226;-3.35;-3.35;-3.35;0;-11.74;-3.35;-20.13;8.39;0.840185;0.84061;0.83976;0.000425;0.159815;0.15939;0.16024;0.000425;-33.48;-35.24
mp-21510;-1.217142857;-0.43;-2.95;1.102305562;-3.262857143;-0.48;-11.78;3.886646422;0.956644286;1;0.79688;0.066544728;0.043355714;0;0.20312;0.066544728;-19.37;-23.83
mp-36066;-9.155;-8.18;-10.13;0.975;-18.31;-16.36;-20.26;1.95;0.958005;0.99607;0.91992;0.038065003;0.041995;0.00393;0.08008;0.038065003;-86.96;-117.37
mp-1367;-0.67;-0.67;-0.67;0;-4.045;-2.7;-5.39;1.345;0.971955;0.97198;0.97193;2.50E-05;0.028045;0.02802;0.02807;2.50E-05;-43.1;-44.43
mp-9562;-1.764;-0.51;-3.24;1.240912567;-7.258;-2.56;-12.94;4.745222439;0.995986;1;0.97993;0.008028;0.004014;0;0.02007;0.008028;-3.05;-5.18
mp-9812;-14.39;-14.39;-14.39;0;-28.785;-14.39;-43.18;14.395;0.994615;0.99473;0.9945;0.000115;0.005385;0.00527;0.0055;0.000115;-51.02;-66.27
mp-10615;-0.42;-0.16;-0.77;0.229097609;-1.858571429;-0.95;-2.32;0.452972045;0.821387143;0.99574;0.70435;0.112067047;0.178612857;0.00426;0.29565;0.112067047;-21.91;-20.9
mp-3038;-2.77;-0.97;-4.58;1.800013889;-8.0725;-0.97;-18.32;6.597936704;0.864945;0.99891;0.73026;0.133960981;0.135055;0.00109;0.26974;0.133960981;-6.68;-11.93
mp-29396;-1.856;-0.56;-2.24;0.650218425;-4.608;-1.13;-8.96;2.503241099;0.82435;0.87585;0.76508;0.050127778;0.17565;0.12415;0.23492;0.050127778;-28.7;-32.99
mp-12885;-3.404;-0.6;-5.43;2.295479035;-10.208;-1.79;-21.73;7.705630149;0.928054;0.9968;0.89316;0.03870184;0.071946;0.0032;0.10684;0.03870184;-80.29;-112.85
mp-989522;-0.743333333;-0.28;-1.01;0.32887012;-3.018333333;-0.94;-6.06;2.174422656;0.896278333;0.96639;0.81366;0.062160462;0.103721667;0.03361;0.18634;0.062160462;-119.2;-125.82
mp-7650;-1.198333333;-0.28;-2.5;0.981281758;-5.801666667;-0.83;-14.95;4.92938609;0.869205;0.99337;0.80078;0.087605152;0.130795;0.00663;0.19922;0.087605152;-46.01;-57.46
mp-675230;-1.012;-0.34;-1.96;0.775278015;-4.514;-1.02;-11.78;4.004080918;0.939606;0.99029;0.80192;0.070362873;0.060394;0.00971;0.19808;0.070362873;-20.85;-32.51
mp-755293;-0.398;-0.31;-0.47;0.05192302;-2.232;-0.94;-3.61;0.915628746;0.787832;0.90667;0.67857;0.091366213;0.212168;0.09333;0.32143;0.091366213;-75.01;-77.09
mp-9664;-7.9;-7.9;-7.9;0;-11.85;-7.9;-15.8;3.95;1;1;1;0;0;0;0;0;-15.71;-19
mp-9244;-8.74;-8.74;-8.74;0;-26.23;-26.23;-26.23;0;1;1;1;0;0;0;0;0;-7.5;-10.59
mp-7909;-2.455;-0.94;-3.98;1.515016502;-7.1425;-0.94;-15.93;5.649891039;0.92905;0.99875;0.85549;0.067368851;0.07095;0.00125;0.14451;0.067368851;-4.48;-6.77
mp-1009750;-3.51;-3.51;-3.51;0;-14.02;-14.02;-14.02;0;1;1;1;0;0;0;0;0;-12.31;-16.95
mp-8979;-3.45;-0.7;-4.9;1.445309655;-12.828;-1.39;-29.38;10.6919566;0.952504;0.99627;0.81275;0.070122571;0.047496;0.00373;0.18725;0.070122571;-77.15;-109.85
mp-554155;-7.1775;-5.04;-9.62;2.148352567;-20.685;-5.04;-38.48;14.03975872;0.9853675;1;0.95;0.020494825;0.0146325;0;0.05;0.020494825;-134.53;-177.43
mp-5955;-3.03;-0.61;-5.45;2.42;-10.605;-0.61;-32.71;12.87902461;0.97846;1;0.95455;0.021605093;0.02154;0;0.04545;0.021605093;-45.94;-59.72
mp-160;-4.41;-4.41;-4.41;0;-30.85;-30.85;-30.85;0;1;1;1;0;0;0;0;0;-0.1;0
mp-998433;-0.434285714;-0.18;-0.75;0.220250321;-1.484285714;-0.37;-3.7;1.125875623;0.87431;0.89701;0.84694;0.015550358;0.12569;0.10299;0.15306;0.015550358;-35.38;-41.85
mp-23737;-0.304;-0.15;-0.51;0.169186288;-1.56;-0.62;-3.09;0.863133825;0.94773;1;0.79412;0.077800096;0.05227;0;0.20588;0.077800096;-20.33;-22.03
mp-24292;-0.775;-0.21;-1.78;0.712197304;-2.991666667;-0.22;-10.66;3.505112536;0.75396;0.88696;0.625;0.098732979;0.24604;0.11304;0.375;0.098732979;-21.71;-24.74
mp-29163;-2.5175;-0.88;-4.11;1.563543651;-5.785;-2.64;-12.33;3.824607823;0.800395;0.91718;0.68399;0.111145824;0.199605;0.08282;0.31601;0.111145824;-23.12;-26.53
mp-3970;-2.643333333;-0.45;-3.74;1.550920873;-9.183333333;-1.34;-22.47;9.44604444;0.89638;0.92771;0.8806;0.022153854;0.10362;0.07229;0.1194;0.022153854;-30.83;-38.21
mp-8407;-0.732857143;-0.3;-1.58;0.542736829;-3.565714286;-0.99;-9.48;2.641405779;0.920042857;0.99686;0.77219;0.089864936;0.079957143;0.00314;0.22781;0.089864936;-16.36;-19.37
mp-1394;-0.583333333;-0.3;-1.15;0.400693843;-3.506666667;-1.21;-6.88;2.436751025;0.891316667;0.9319;0.81348;0.055055622;0.108683333;0.0681;0.18652;0.055055622;-13.59;-13.2
mp-553961;-4.105;-2.47;-6.48;1.634694161;-14.06;-4.94;-28.54;9.423767824;0.9858425;1;0.96221;0.014679253;0.0141575;0;0.03779;0.014679253;-71.05;-101.38
mp-553303;-1.536666667;-0.25;-2.18;0.909810725;-4.123333333;-1.47;-6.54;2.076573032;0.79332;0.83562;0.7721;0.029910671;0.20668;0.16438;0.2279;0.029910671;-17.24;-17.3
mp-5348;-14.68;-14.68;-14.68;0;-29.36;-14.68;-44.04;14.68;0.995835;0.99595;0.99572;0.000115;0.004165;0.00405;0.00428;0.000115;-55.68;-72.23
mp-27562;-1.112;-0.25;-2.25;0.903535279;-3.982;-0.5;-8.7;3.192474902;0.815998;0.97143;0.57222;0.146580865;0.184002;0.02857;0.42778;0.146580865;-25.13;-29.93
mp-13287;-0.502857143;-0.3;-0.89;0.246733765;-2.178571429;-1.31;-3.56;0.937495578;0.7285;0.79506;0.66919;0.046002952;0.2715;0.20494;0.33081;0.046002952;-37.94;-42.22
mp-14037;-1.153333333;-0.51;-2.42;0.895705805;-4.793333333;-0.53;-14.52;4.660313533;0.848355;0.86301;0.82569;0.015779744;0.151645;0.13699;0.17431;0.015779744;-22.89;-30.32
mp-3481;-1.253333333;-0.35;-3.05;1.270441743;-3.753333333;-1.04;-9.14;3.808983533;0.932098333;0.97594;0.87324;0.036605629;0.067901667;0.02406;0.12676;0.036605629;-3.18;-4.61
mp-570324;-0.932;-0.23;-1.96;0.839414081;-3.402;-0.25;-11.78;4.24298197;0.85026;0.98592;0.61207;0.133996897;0.14974;0.01408;0.38793;0.133996897;-10.91;-13.36
mp-553374;-3.393333333;-0.88;-5.05;1.806955696;-9.346666667;-4.39;-15.16;4.438365565;0.858383333;0.91791;0.81743;0.04307191;0.141616667;0.08209;0.18257;0.04307191;-52.76;-58.86
mp-4524;-2.915;-1.33;-4.5;1.585;-8.7525;-2.66;-18.02;5.806321447;0.9120125;0.99237;0.83071;0.07956416;0.0879875;0.00763;0.16929;0.07956416;-22.56;-24.1
mp-24007;-7.29;-7.29;-7.29;0;-7.29;-7.29;-7.29;0;0.99458;0.99458;0.99458;0;0.00542;0.00542;0.00542;0;-29.57;-35.42
mp-541899;-0.394;-0.17;-0.67;0.226415547;-2.004;-0.92;-4.02;1.20539786;0.887322;0.95098;0.79699;0.073658911;0.112678;0.04902;0.20301;0.073658911;-24.42;-27.41
mp-2400;-1.856666667;-0.48;-4.61;1.946900671;-2.973333333;-1.43;-4.61;1.29990598;0.919196667;1;0.76104;0.11184252;0.080803333;0;0.23896;0.11184252;-14.06;-19.91
mp-4636;-2.052;-0.45;-2.71;0.832235544;-6.722;-2.2;-16.21;5.179854824;0.858786;0.99571;0.74201;0.115008627;0.141214;0.00429;0.25799;0.115008627;-20.96;-28.26
mp-856;-2.996666667;-0.45;-4.27;1.800765269;-13.11333333;-0.89;-25.63;10.10219228;0.889593333;0.98338;0.70423;0.131074775;0.110406667;0.01662;0.29577;0.131074775;-45.09;-61.65
mp-867203;-0.493333333;-0.12;-0.88;0.279563151;-1.741666667;-0.24;-3.17;1.094050832;0.781958333;0.8526;0.71698;0.046650731;0.218041667;0.1474;0.28302;0.046650731;-98.37;-99.14
mp-28602;-0.51;-0.28;-0.74;0.23;-2.595;-1.12;-4.42;1.357617398;0.8737875;0.906;0.84146;0.031322345;0.1262125;0.094;0.15854;0.031322345;-18.06;-19.76
mp-8978;-4.483333333;-1.59;-5.93;2.04589562;-13.98;-6.35;-23.72;7.246530204;0.924643333;0.98239;0.81115;0.080256059;0.075356667;0.01761;0.18885;0.080256059;-28.4;-38.34
mp-560790;-0.982857143;-0.28;-2.33;0.859496768;-3.87;-0.52;-14;4.255433502;0.747834286;0.92874;0.55333;0.134175062;0.252165714;0.07126;0.44667;0.134175062;-34.67;-38.96
mp-555286;-8.526666667;-4.7;-11.28;2.791431333;-25.94666667;-11.28;-38.39;11.17871291;0.968343333;1;0.93112;0.0283943;0.031656667;0;0.06888;0.0283943;-118.02;-161.8
mp-8880;-4.195;-4.19;-4.2;0.005;-16.78;-16.78;-16.78;0;1;1;1;0;0;0;0;0;-1.54;-6.27
mp-998156;-1.87;-1.87;-1.87;0;-7.465;-3.73;-11.2;3.735;0.85191;0.85232;0.8515;0.00041;0.14809;0.14768;0.1485;0.00041;-5.74;-9.03
mp-20289;-1.625;-0.42;-2.83;1.205;-7.32;-1.27;-16.98;6.207563934;0.9792825;0.99222;0.96635;0.012922506;0.0207175;0.00778;0.03365;0.012922506;-4.38;-7.65
mp-989532;-2.5125;-1.27;-3.76;1.24250503;-8.7975;-1.27;-22.53;8.245972881;0.83788;0.89258;0.78275;0.054680928;0.16212;0.10742;0.21725;0.054680928;-24.51;-34.09
mp-14175;-4.856666667;-3.72;-6.95;1.482033138;-13.53333333;-3.9;-29.75;11.53432077;0.889913333;0.98644;0.78117;0.084245191;0.110086667;0.01356;0.21883;0.084245191;-26.92;-35.9
mp-961649;-1.503333333;-1.19;-1.87;0.280158685;-6.996666667;-4.77;-8.72;1.651389987;0.92541;0.97555;0.84751;0.05583621;0.07459;0.02445;0.15249;0.05583621;-0.19;-0.68
mp-6059;-1.445;-0.4;-3.46;1.421662759;-5.443333333;-0.4;-20.69;6.908127259;0.862615;0.94884;0.78282;0.067395301;0.137385;0.05116;0.21718;0.067395301;-30.15;-36.51
mp-8212;-1.795;-0.61;-3.01;1.100124993;-6.015;-1.59;-12.04;3.787231839;0.79145;0.80861;0.77839;0.011459171;0.20855;0.19139;0.22161;0.011459171;-63.84;-72.84
mp-567913;-2.955;-2.29;-3.62;0.665;-5.91;-4.59;-7.23;1.32;0.832975;0.85149;0.81446;0.018515;0.167025;0.14851;0.18554;0.018515;-5.94;-7.48
mp-8207;-1.82;-0.64;-3.12;1.080948657;-6.1725;-1.75;-12.48;3.90936296;0.7829875;0.80503;0.7625;0.019113238;0.2170125;0.19497;0.2375;0.019113238;-63.97;-73.18
mp-23214;-0.74;-0.74;-0.74;0;-3.335;-2.22;-4.45;1.115;0.866725;0.86723;0.86622;0.000505;0.133275;0.13277;0.13378;0.000505;-30.94;-37.03
mp-3042;-6.25;-6.25;-6.25;0;-21.87;-6.25;-37.49;15.62;0.99642;0.99682;0.99602;0.0004;0.00358;0.00318;0.00398;0.0004;-38.19;-54.76
mp-588;-4.69;-4.69;-4.69;0;-18.745;-9.37;-28.12;9.375;0.97859;0.97859;0.97859;0;0.02141;0.02141;0.02141;0;-24.19;-43.93
mp-3486;-1.17;-0.36;-2.79;1.145512986;-3.513333333;-1.09;-8.36;3.427110866;0.948676667;0.98716;0.90076;0.02813777;0.051323333;0.01284;0.09924;0.02813777;-2.47;-3.67
mp-28171;-0.332;-0.26;-0.41;0.067349833;-1.98;-0.81;-3.07;0.897396234;0.856592;0.90885;0.80916;0.043206289;0.143408;0.09115;0.19084;0.043206289;-17.57;-18.72
mp-3595;-2.825;-1.26;-4.39;1.565;-8.4825;-2.52;-17.57;5.701111186;0.93276;0.99162;0.8739;0.058585645;0.06724;0.00838;0.1261;0.058585645;-21.63;-23.06
mp-30988;-2.333333333;-0.52;-3.24;1.282220297;-6.83;-1.05;-12.96;4.868531606;0.902973333;0.91564;0.8777;0.017870962;0.097026667;0.08436;0.1223;0.017870962;-38.43;-42.12
mp-961682;-0.933333333;-0.68;-1.25;0.236971634;-5.103333333;-3.47;-6.84;1.377735662;0.922956667;1;0.78826;0.095573312;0.077043333;0;0.21174;0.095573312;-5.55;-6.72
mp-865427;-12.87;-12.87;-12.87;0;-25.745;-12.87;-38.62;12.875;0.99298;0.99311;0.99285;0.00013;0.00702;0.00689;0.00715;0.00013;-34.07;-41.19
mp-985586;-0.51;-0.3;-0.72;0.21;-2.64;-1.21;-4.29;1.342721118;0.90383;0.96231;0.84571;0.057461495;0.09617;0.03769;0.15429;0.057461495;-17.07;-19.08
mp-961693;-1.346666667;-1.22;-1.55;0.145220139;-6.42;-4.87;-9.33;2.059142216;0.922153333;0.9895;0.82996;0.067459966;0.077846667;0.0105;0.17004;0.067459966;-8.98;-4.26
mp-7618;-2.35;-0.68;-3.3;1.184595571;-9.44;-3.07;-19.8;7.389781233;0.880913333;0.93475;0.84685;0.038512691;0.119086667;0.06525;0.15315;0.038512691;-30.21;-37.72
mp-961660;-1.336666667;-1.07;-1.53;0.194821856;-6.05;-5.63;-6.41;0.321247568;0.921023333;0.97927;0.81828;0.072867048;0.078976667;0.02073;0.18172;0.072867048;-0.93;-2.57
mp-8874;-8.5425;-7.7;-9.38;0.837507463;-21.36;-7.71;-37.53;13.04610478;0.999735;1;0.99894;0.000458993;0.000265;0;0.00106;0.000458993;-39.7;-66.35
mp-9200;-0.248;-0.12;-0.35;0.106094298;-1.418;-0.47;-2.36;0.747566719;0.827298;0.88136;0.78295;0.043535088;0.172702;0.11864;0.21705;0.043535088;-16.11;-19.84
mp-643279;-1.12;-0.21;-2;0.880255645;-3.8875;-0.27;-12;4.723893389;0.8760375;1;0.65333;0.142057818;0.1239625;0;0.34667;0.142057818;-12.99;-17.15
mp-2964;-15.435;-15.43;-15.44;0.005;-23.145;-15.44;-30.85;7.705;0.916365;0.9164;0.91633;3.50E-05;0.083635;0.0836;0.08367;3.50E-05;-4.9;-6.12
mp-22914;-1.23;-1.23;-1.23;0;-4.91;-4.91;-4.91;0;0.73034;0.73034;0.73034;0;0.26966;0.26966;0.26966;0;-2.5;-3.73
mp-6972;-2.22;-0.48;-3.13;0.968194195;-7.512;-2.18;-18.77;6.167260007;0.846714;0.99419;0.73696;0.12086876;0.153286;0.00581;0.26304;0.12086876;-15.51;-21.76
mp-2741;-0.44;-0.1;-0.61;0.240416306;-2.846666667;-1.25;-4.86;1.502937864;0.864846667;0.8805;0.83511;0.021036765;0.135153333;0.1195;0.16489;0.021036765;-20.66;-22.13
mp-2758;-0.53;-0.53;-0.53;0;-3.21;-3.21;-3.21;0;0.85843;0.85843;0.85843;0;0.14157;0.14157;0.14157;0;-17.78;-19.73
mp-961711;-1.653333333;-1.29;-2.19;0.387327022;-7.593333333;-5.17;-8.86;1.714143777;0.904526667;0.99553;0.74103;0.115856305;0.095473333;0.00447;0.25897;0.115856305;-3.85;-3.48
mp-29266;-2.78;-0.63;-4.93;2.15;-4.045;-3.16;-4.93;0.885;0.79994;0.84176;0.75812;0.04182;0.20006;0.15824;0.24188;0.04182;-6.3;-9.88
mp-560558;-1.005;-0.26;-2.32;0.802823144;-2.04875;-0.26;-4.63;1.526691173;0.78375625;0.84364;0.58861;0.080313306;0.21624375;0.15636;0.41139;0.080313306;-34.44;-35.67
mp-7643;-0.64;-0.23;-1.35;0.502991054;-1.835;-0.46;-2.7;0.856655318;0.867471667;0.97744;0.68504;0.105662616;0.132528333;0.02256;0.31496;0.105662616;-15.98;-16.77
mp-9384;-1.633333333;-0.3;-2.3;0.942809042;-4.143333333;-0.91;-6.91;2.471616655;0.747553333;0.79183;0.65934;0.062376401;0.252446667;0.20817;0.34066;0.062376401;-6.45;-6.97
mp-9844;-7.423333333;-5.59;-10.2;1.996736226;-21.98;-12.96;-30.6;7.207052102;0.990963333;0.99822;0.97888;0.008601606;0.009036667;0.00178;0.02112;0.008601606;-64.55;-115.71
mp-7467;-0.99;-0.29;-2.2;0.863384812;-3.228333333;-0.88;-8.8;2.757688746;0.80153;0.92273;0.61358;0.104877921;0.19847;0.07727;0.38642;0.104877921;-46.82;-50.12
mp-23127;-2.8;-0.5;-4.41;1.476306201;-10.048;-2.34;-26.46;9.233693519;0.919994;0.98421;0.86306;0.052400124;0.080006;0.01579;0.13694;0.052400124;-90.25;-100.69
mp-867169;-0.356666667;-0.14;-0.47;0.153260852;-2.146666667;-0.85;-3.73;1.193100536;0.79326;0.83759;0.70642;0.061409648;0.20674;0.16241;0.29358;0.061409648;-28.61;-23.79
mp-10250;-0.468571429;-0.3;-0.74;0.180430325;-2.76;-1.21;-4.43;1.042990207;0.854378571;0.94758;0.77024;0.065010751;0.145621429;0.05242;0.22976;0.065010751;-26.01;-28.08
mp-28627;-0.354;-0.28;-0.42;0.054990908;-2;-0.84;-2.97;0.85610747;0.872536;0.93016;0.80667;0.049453902;0.127464;0.06984;0.19333;0.049453902;-23.43;-25.15
mp-28797;-1.428;-0.36;-1.99;0.595630758;-7.03;-2.91;-11.91;4.012679903;0.969504;0.99916;0.93808;0.025041145;0.030496;0.00084;0.06192;0.025041145;-2.07;-4.62
mp-4531;-15.49;-15.49;-15.49;0;-30.985;-15.49;-46.48;15.495;0.99637;0.99658;0.99616;0.00021;0.00363;0.00342;0.00384;0.00021;-22;-22.9
mp-406;-0.96;-0.96;-0.96;0;-3.85;-3.85;-3.85;0;0.81667;0.81667;0.81667;0;0.18333;0.18333;0.18333;0;-9.69;-9.6
mp-10223;-1.012;-0.33;-1.97;0.774555356;-3.532;-0.98;-7.9;2.371256207;0.807352;0.99177;0.52098;0.168772193;0.192648;0.00823;0.47902;0.168772193;-14.08;-19.24
mp-37906;-0.57;-0.11;-0.92;0.354682957;-2.51;-1.15;-3.67;1.145862121;0.930675714;0.99125;0.72059;0.091040812;0.069324286;0.00875;0.27941;0.091040812;-29.9;-29.64
mp-4190;-1.836;-0.42;-3.78;1.588629598;-7.266;-1.21;-22.67;8.041608297;0.887856;0.96064;0.6879;0.102009822;0.112144;0.03936;0.3121;0.102009822;-83.95;-98.9
mp-9675;-5.32;-1.08;-7.44;2.998132752;-8.516666667;-3.23;-14.88;4.816640138;0.9447;0.99866;0.83678;0.076310964;0.0553;0.00134;0.16322;0.076310964;-15.73;-17.43
mp-4452;-2.97;-1.02;-4.93;1.95001282;-8.655;-1.02;-19.71;7.12189757;0.9006275;0.99496;0.80606;0.09360641;0.0993725;0.00504;0.19394;0.09360641;-8.78;-13.87
mp-22851;-0.38;-0.38;-0.38;0;-3.05;-3.05;-3.05;0;0.99673;0.99673;0.99673;0;0.00327;0.00327;0.00327;0;-3.85;-5.08
mp-1550;-4.2;-4.2;-4.2;0;-16.8;-16.8;-16.8;0;1;1;1;0;0;0;0;0;-0.66;-2.77
mp-1986;-1.31;-1.31;-1.31;0;-5.22;-5.22;-5.22;0;0.7169;0.7169;0.7169;0;0.2831;0.2831;0.2831;0;-22.44;-23.92
mp-30456;-0.37;-0.17;-0.59;0.172046505;-1.708333333;-0.68;-2.37;0.737053066;0.887126667;0.9917;0.79825;0.079778389;0.112873333;0.0083;0.20175;0.079778389;-81.02;-86.89
mp-961675;-1.33;-1.27;-1.44;0.07788881;-6.166666667;-5.09;-7.66;1.089780814;0.911993333;0.99356;0.75605;0.11030765;0.088006667;0.00644;0.24395;0.11030765;-4.84;-7.99
mp-865185;-1.87;-0.49;-3.67;1.482862097;-7.36;-1.46;-14.67;5.995234774;0.995076;1;0.97538;0.009848;0.004924;0;0.02462;0.009848;-7.22;-11.73
mp-1266;-0.58;-0.58;-0.58;0;-3.47;-2.31;-4.63;1.16;0.986245;0.98729;0.9852;0.001045;0.013755;0.01271;0.0148;0.001045;-8.34;-10.33
mp-661;-4.865;-4.86;-4.87;0.005;-19.47;-19.45;-19.49;0.02;1;1;1;0;0;0;0;0;-25.71;-38.95
