mp-ids;Icohp_mean_avg;Icohp_mean_max;Icohp_mean_min;Icohp_mean_std;Icohp_sum_avg;Icohp_sum_max;Icohp_sum_min;Icohp_sum_std;bonding_perc_avg;bonding_perc_max;bonding_perc_min;bonding_perc_std;antibonding_perc_avg;antibonding_perc_min;antibonding_perc_max;antibonding_perc_std;Made_Loe;Made_Mull
mp-9755;-5.155;-3.26;-7.05;1.895;-16.9525;-6.51;-28.2;10.20264763;0.9968475;1;0.993;0.003190575;0.0031525;0;0.007;0.003190575;-84.58;-124.09
mp-570538;-18.89;-18.89;-18.89;0;-37.79;-37.79;-37.79;0;0.99321;0.99321;0.99321;0;0.00679;0.00679;0.00679;0;-6.26;-5.7
mp-13277;-0.407142857;-0.11;-0.71;0.206723714;-1.84;-0.69;-2.14;0.488613198;0.825315714;0.9819;0.72385;0.099106149;0.174684286;0.0181;0.27615;0.099106149;-43.83;-42.33
mp-675104;-1.7975;-0.55;-3.02;1.222627805;-6.585;-1.65;-18.1;6.68485041;0.9906725;1;0.9841;0.006843783;0.0093275;0;0.0159;0.006843783;-16.52;-26.25
mp-3216;-1.545714286;-0.56;-3.64;1.326669914;-6.954285714;-2.08;-21.81;6.647196739;0.928372857;0.99688;0.79475;0.078682522;0.071627143;0.00312;0.20525;0.078682522;-21.41;-20.27
mp-9566;-0.585;-0.45;-0.72;0.135;-2.4625;-1.35;-2.9;0.647471042;0.908315;0.96785;0.84878;0.059535;0.091685;0.03215;0.15122;0.059535;-52.27;-56.9
mp-989562;-1.341428571;-0.49;-3.23;1.195162016;-5.297142857;-0.62;-19.39;5.871314563;0.907735714;0.95652;0.86006;0.04087459;0.092264286;0.04348;0.13994;0.04087459;-23.36;-33.83
mp-29398;-2.033333333;-0.42;-2.84;1.14079894;-6.766666667;-0.42;-17.04;7.331217877;0.87165;0.9965;0.62195;0.176564563;0.12835;0.0035;0.37805;0.176564563;-7.77;-11.35
mp-28266;-3.013333333;-2.14;-4.76;1.235079844;-7.453333333;-4.28;-9.52;2.277854741;0.911383333;0.95677;0.88869;0.03209322;0.088616667;0.04323;0.11131;0.03209322;-0.13;-0.49
mp-961659;-1.03;-0.72;-1.31;0.241798814;-5.56;-4.25;-7.17;1.210812399;0.919633333;1;0.77474;0.102658933;0.080366667;0;0.22526;0.102658933;-6.18;-7.61
mp-1009792;-4.61;-4.61;-4.61;0;-18.45;-18.45;-18.45;0;0.9601;0.9601;0.9601;0;0.0399;0.0399;0.0399;0;-3.26;-5.09
mp-181;-2.155;-0.49;-3.82;1.665;-7.89;-0.49;-15.29;7.4;0.86956;0.9172;0.82192;0.04764;0.13044;0.0828;0.17808;0.04764;-5.85;-9.08
mp-2229;-0.9;-0.9;-0.9;0;-5.38;-5.38;-5.38;0;0.74527;0.74527;0.74527;0;0.25473;0.25473;0.25473;0;-21.52;-22.38
mp-7921;-1.8925;-1.05;-2.74;0.842507418;-6.6225;-1.05;-16.41;5.95886472;0.8837375;0.9726;0.79461;0.088802807;0.1162625;0.0274;0.20539;0.088802807;-38.43;-46.18
mp-569149;-1.064;-0.24;-2.29;1.001051447;-4.018;-0.26;-13.74;4.947780917;0.84971;0.99313;0.58696;0.147928869;0.15029;0.00687;0.41304;0.147928869;-14.82;-17.71
mp-690785;-1.503333333;-0.29;-2.11;0.857956228;-5.016666667;-0.29;-12.65;5.44848195;0.88498;0.99531;0.66667;0.154371463;0.11502;0.00469;0.33333;0.154371463;-12.54;-17.71
mp-552663;-5.485;-2.49;-8.49;2.844507866;-15.1025;-2.49;-32.65;11.33058996;0.997965;1;0.99186;0.003524723;0.002035;0;0.00814;0.003524723;-90.76;-117.09
mp-384;-2.805;-0.81;-4.8;1.995;-8.815;-3.24;-14.39;5.575;0.96668;0.99091;0.94245;0.02423;0.03332;0.00909;0.05755;0.02423;-18.83;-20.77
mp-38117;-2.533333333;-0.44;-3.58;1.480210195;-7.443333333;-0.87;-14.31;5.490776104;0.910633333;0.99861;0.73469;0.124410724;0.089366667;0.00139;0.26531;0.124410724;-7.75;-11.44
mp-22607;-2.5425;-1.15;-3.94;1.392504488;-7.34;-1.15;-15.72;5.393296765;0.9203975;0.99559;0.84848;0.071216706;0.0796025;0.00441;0.15152;0.071216706;-8.72;-13.46
mp-10159;-0.283333333;-0.22;-0.36;0.057927157;-2.446666667;-1.45;-3.74;0.958134762;0.873753333;0.91071;0.82927;0.033671021;0.126246667;0.08929;0.17073;0.033671021;-11.75;-12.27
mp-30459;-1.056666667;-0.95;-1.11;0.075424723;-4.966666667;-3.81;-6.65;1.217766626;0.911706667;0.98966;0.77312;0.098250339;0.088293333;0.01034;0.22688;0.098250339;-4.46;-8.02
mp-1009085;-4.775;-4.6;-4.95;0.175;-14.3125;-9.19;-19.79;4.80484326;1;1;1;0;0;0;0;0;-3.36;-1.33
mp-7233;-1.546;-0.63;-2.14;0.562444664;-7.084;-4.22;-8.55;1.812353166;0.931274;1;0.83255;0.063155179;0.068726;0;0.16745;0.063155179;-22.44;-34.87
mp-27791;-3.6775;-0.77;-7.35;2.957392221;-10.065;-0.77;-23.26;9.418525628;0.8958775;0.99932;0.79104;0.103357854;0.1041225;0.00068;0.20896;0.103357854;-48.18;-74.61
mp-3104;-2.0875;-0.63;-3.84;1.472351436;-8.8325;-0.63;-19.21;7.621661154;0.8763575;0.99585;0.77447;0.098328465;0.1236425;0.00415;0.22553;0.098328465;-51.44;-54.39
mp-7770;-0.59;-0.13;-0.94;0.311576636;-2.5;-0.77;-3.75;1.215730233;0.804778;0.83577;0.74675;0.032552772;0.195222;0.16423;0.25325;0.032552772;-50.78;-51.09
mp-567680;-0.356666667;-0.29;-0.4;0.047842334;-2.33;-1.44;-3.63;0.939893611;0.894423333;0.92814;0.83002;0.045556831;0.105576667;0.07186;0.16998;0.045556831;-43.75;-49.8
mp-6920;-15.03;-15.03;-15.03;0;-30.06;-15.03;-45.09;15.03;0.99746;0.99757;0.99735;0.00011;0.00254;0.00243;0.00265;0.00011;-11.84;-11.93
mp-4495;-0.355714286;-0.14;-0.68;0.219860809;-1.517142857;-0.56;-2.72;0.882103238;0.93876;1;0.87013;0.057115844;0.06124;0;0.12987;0.057115844;-15.58;-19.96
mp-5077;-0.306666667;-0.1;-0.57;0.196015872;-1.855;-0.42;-4.55;1.339001494;0.97117;1;0.92;0.036279532;0.02883;0;0.08;0.036279532;-12.07;-14.09
mp-28145;-1.048;-0.27;-2.15;0.901030521;-3.946;-0.4;-12.87;4.564298851;0.800938;0.925;0.53892;0.141090574;0.199062;0.075;0.46108;0.141090574;-9.68;-13.02
mp-8311;-3.275;-1.93;-4.66;1.340382408;-10.505;-1.94;-18.62;6.268849575;0.8552875;0.96299;0.74807;0.10713826;0.1447125;0.03701;0.25193;0.10713826;-2.26;-4.67
mp-7470;-0.968333333;-0.23;-2.22;0.888677232;-2.575;-0.45;-4.45;1.619791653;0.80349;0.89944;0.69231;0.076742733;0.19651;0.10056;0.30769;0.076742733;-42.14;-41.45
mp-6450;-1.788;-0.56;-3.49;1.39343317;-5.188;-1.11;-13.95;4.852629802;0.9483;1;0.7415;0.1034;0.0517;0;0.2585;0.1034;-23.59;-28.19
mp-8402;-0.437142857;-0.11;-0.9;0.31394787;-2.324285714;-0.84;-5.36;1.552949794;0.868024286;0.96534;0.75543;0.079318035;0.131975714;0.03466;0.24457;0.079318035;-28.77;-31.26
mp-10547;-1.156;-0.3;-2.4;1.016141722;-2.924;-1.19;-4.81;1.623349623;0.822866;0.88387;0.7544;0.058263012;0.177134;0.11613;0.2456;0.058263012;-34.98;-35.49
mp-6798;-2.935;-0.58;-5.29;2.355;-10.27;-0.58;-31.73;12.50332156;0.9111;0.91944;0.90278;0.008210883;0.0889;0.08056;0.09722;0.008210883;-86.95;-95.54
mp-571306;-0.658571429;-0.14;-1.24;0.45939179;-2.532857143;-0.42;-4.13;1.354175704;0.784682857;0.90938;0.67729;0.085606015;0.215317143;0.09062;0.32271;0.085606015;-148.38;-148.1
mp-551092;-0.499166667;-0.14;-1.14;0.367751237;-1.725;-0.29;-4.58;1.427547431;0.83933;0.98232;0.68839;0.096576719;0.16067;0.01768;0.31161;0.096576719;-70.8;-69.77
mp-5784;-7.485;-6.97;-8;0.515;-17.945;-8;-27.89;9.945;0.99181;0.99223;0.99139;0.00042;0.00819;0.00777;0.00861;0.00042;-68.79;-88.76
mp-989605;-1.762;-0.37;-3.63;1.527329696;-6.944;-2.2;-21.76;7.46519551;0.933124;0.95833;0.89579;0.030349441;0.066876;0.04167;0.10421;0.030349441;-30.09;-38.1
mp-560791;-2.766666667;-0.99;-3.94;1.277662797;-10.13;-3.94;-19.71;6.869852012;0.939773333;0.99352;0.85009;0.063831153;0.060226667;0.00648;0.14991;0.063831153;-61.59;-72.26
mp-4124;-15.06;-15.06;-15.06;0;-22.595;-15.06;-30.13;7.535;0.99151;0.99151;0.99151;0;0.00849;0.00849;0.00849;0;-21.9;-25
mp-975115;-7.71;-7.71;-7.71;0;-19.27;-7.71;-30.83;11.56;0.936705;0.93683;0.93658;0.000125;0.063295;0.06317;0.06342;0.000125;-59.6;-72.61
mp-1009084;-4.265;-3.83;-4.7;0.435;-12.795;-7.66;-18.8;4.481347454;1;1;1;0;0;0;0;0;-3.61;-1.59
mp-4236;-0.571428571;-0.17;-1.2;0.417421629;-2.198571429;-0.33;-4.79;1.530382105;0.756901429;0.844;0.70756;0.043996451;0.243098571;0.156;0.29244;0.043996451;-137.29;-139.59
mp-568662;-0.366666667;-0.1;-0.5;0.188561808;-2.386666667;-1.22;-3.96;1.154969937;0.835403333;0.87425;0.81583;0.027469014;0.164596667;0.12575;0.18417;0.027469014;-14.37;-16.21
mp-9143;-4.25;-0.82;-7.68;3.43;-14.8775;-0.82;-46.09;18.18508506;0.999365;1;0.99789;0.000869497;0.000635;0;0.00211;0.000869497;-44.96;-60.77
mp-733;-7.22;-7.22;-7.22;0;-21.665;-14.44;-28.89;7.225;0.999135;0.99931;0.99896;0.000175;0.000865;0.00069;0.00104;0.000175;-70.64;-106.35
mp-2068;-2.5;-2.5;-2.5;0;-9.995;-5;-14.99;4.995;0.816285;0.81646;0.81611;0.000175;0.183715;0.18354;0.18389;0.000175;-25.65;-32.97
mp-1340;-4.37;-4.22;-4.52;0.15;-15.355;-12.65;-18.06;2.705;0.99168;0.99945;0.98391;0.00777;0.00832;0.00055;0.01609;0.00777;-0.16;-2.79
mp-861937;-0.29;-0.14;-0.47;0.1300769;-1.736;-0.55;-2.85;0.926144697;0.718922;0.80388;0.65012;0.069756673;0.281078;0.19612;0.34988;0.069756673;-29.11;-29.51
mp-555763;-1.3;-1.29;-1.31;0.01;-5.195;-5.16;-5.23;0.035;0.80754;0.8113;0.80378;0.00376;0.19246;0.1887;0.19622;0.00376;-46.06;-49.39
mp-551873;-0.414;-0.17;-0.53;0.126585939;-2.236;-1.07;-4;1.092640838;0.815666;0.92405;0.73702;0.083654288;0.184334;0.07595;0.26298;0.083654288;-78.34;-83.11
mp-626785;-7.62;-7.62;-7.62;0;-7.62;-7.62;-7.62;0;0.97506;0.97506;0.97506;0;0.02494;0.02494;0.02494;0;-20.33;-23.29
mp-569028;-3.37;-3.37;-3.37;0;-11.785;-3.37;-20.2;8.415;0.974415;0.97465;0.97418;0.000235;0.025585;0.02535;0.02582;0.000235;-7.88;-11.49
mp-8399;-0.508;-0.21;-0.72;0.243753974;-2.646;-0.86;-4.32;1.377353985;0.788642;0.92094;0.69972;0.082830481;0.211358;0.07906;0.30028;0.082830481;-23.85;-24.97
mp-552806;-1.195714286;-0.38;-3.15;1.237334198;-3.614285714;-0.75;-12.6;4.066756718;0.820997143;0.92993;0.68599;0.093863031;0.179002857;0.07007;0.31401;0.093863031;-62.94;-70.95
mp-573721;-2.766666667;-0.68;-3.81;1.47549615;-8.533333333;-2.73;-15.25;5.151907953;0.92585;0.99674;0.78472;0.099794333;0.07415;0.00326;0.21528;0.099794333;-14.62;-15.71
mp-540703;-0.4;-0.25;-0.67;0.191311265;-3.346666667;-1.11;-6.69;2.408683366;0.800606667;0.83984;0.7346;0.046950136;0.199393333;0.16016;0.2654;0.046950136;-46.03;-45.67
mp-22937;-0.4925;-0.3;-0.66;0.159589317;-2.4275;-1.21;-3.84;1.18081275;0.916535;0.93995;0.87117;0.028015544;0.083465;0.06005;0.12883;0.028015544;-18.89;-23.14
mp-10955;-2.5525;-1.01;-4.09;1.537504065;-6.635;-2.03;-16.36;5.676471175;0.8654675;0.99279;0.73939;0.125539472;0.1345325;0.00721;0.26061;0.125539472;-14.61;-15.37
mp-12927;-2.832;-0.94;-5.51;2.185821585;-9.116;-1.27;-16.52;6.360567899;0.864394;0.99699;0.76781;0.108627791;0.135606;0.00301;0.23219;0.108627791;-36.65;-44
mp-7914;-1.39;-0.49;-2.73;1.094111512;-6.41;-1.51;-16.39;5.484833635;0.951978;0.99275;0.82844;0.062406524;0.048022;0.00725;0.17156;0.062406524;-22.03;-28.7
mp-9259;-7.093333333;-1.42;-9.94;4.011660781;-14.65333333;-4.26;-29.76;10.93081678;0.94363;0.99013;0.8516;0.065076242;0.05637;0.00987;0.1484;0.065076242;-67.78;-89.5
mp-7738;-1.294;-0.49;-1.85;0.512273365;-5.542;-2.91;-6.85;1.438699413;0.903274;0.98582;0.84586;0.067449075;0.096726;0.01418;0.15414;0.067449075;-20.53;-34.48
mp-10572;-8.57;-8.57;-8.57;0;-25.715;-17.14;-34.29;8.575;0.99825;0.99825;0.99825;0;0.00175;0.00175;0.00175;0;-88.53;-105.36
mp-7438;-0.7175;-0.28;-1.15;0.432514451;-2.5725;-1.7;-3.44;0.867507205;0.90824;0.94681;0.87202;0.036258098;0.09176;0.05319;0.12798;0.036258098;-30.55;-28.92
mp-14092;-2.48;-1.02;-3.94;1.46;-7.445;-2.04;-15.77;5.245019066;0.859795;0.99874;0.72117;0.138625185;0.140205;0.00126;0.27883;0.138625185;-1.75;-5.24
mp-10086;-1.694;-0.41;-2.29;0.687505636;-7.69;-1.63;-11.46;3.639906592;0.931468;0.99309;0.88852;0.050355687;0.068532;0.00691;0.11148;0.050355687;-12.51;-22.1
mp-27207;-0.492;-0.17;-0.85;0.284914022;-2.196;-0.17;-5.11;1.695377244;0.91485;0.97996;0.86463;0.05325942;0.08515;0.02004;0.13537;0.05325942;-23.35;-28.01
mp-21374;-2.2425;-0.94;-3.56;1.302543185;-6.485;-0.94;-14.12;4.921105059;0.93116;0.99582;0.86654;0.064295929;0.06884;0.00418;0.13346;0.064295929;-4.37;-6.29
mp-5072;-1.105;-0.31;-2.59;1.05207335;-2.198333333;-0.33;-5.18;1.495965872;0.77342;0.81486;0.57971;0.086669119;0.22658;0.18514;0.42029;0.086669119;-23.9;-24.6
mp-3519;-3.295;-2.41;-4.18;0.885;-11.105;-9.66;-12.55;1.445;0.976885;0.99794;0.95514;0.021060652;0.023115;0.00206;0.04486;0.021060652;-44.04;-63.86
mp-866291;-0.91;-0.91;-0.91;0;-3.66;-3.66;-3.66;0;0.68047;0.68047;0.68047;0;0.31953;0.31953;0.31953;0;-2.16;-3.13
mp-10044;-5.87;-5.87;-5.87;0;-23.5;-23.5;-23.5;0;1;1;1;0;0;0;0;0;-6.48;-5.07
mp-2659;-19.28;-19.28;-19.28;0;-38.57;-38.57;-38.57;0;0.99034;0.99034;0.99034;0;0.00966;0.00966;0.00966;0;-5.89;-5.68
mp-555874;-2.35;-0.63;-4.35;1.704288708;-6.0925;-0.69;-13.06;4.693529456;0.9366875;1;0.90226;0.037659854;0.0633125;0;0.09774;0.037659854;-9.51;-13.94
mp-989643;-7.363333333;-2.24;-17.1;6.888010517;-10.68333333;-6.71;-17.1;4.58006065;0.912436667;0.97013;0.85374;0.047521315;0.087563333;0.02987;0.14626;0.047521315;-28.59;-42.68
mp-7375;-4.8;-4.8;-4.8;0;-19.195;-9.6;-28.79;9.595;0.98302;0.98335;0.98269;0.00033;0.01698;0.01665;0.01731;0.00033;-23.55;-31.15
mp-4609;-5.735;-3.19;-8.28;2.540004921;-18.3275;-6.39;-33.09;11.33084369;1;1;1;0;0;0;0;0;-101.21;-157.15
mp-27546;-0.446;-0.12;-0.56;0.164875711;-2.078;-0.98;-2.5;0.564708775;0.828652;0.93511;0.67949;0.096908871;0.171348;0.06489;0.32051;0.096908871;-35.93;-40.66
mp-10474;-7.54;-7.54;-7.54;0;-26.4;-7.54;-45.26;18.86;0.99972;1;0.99944;0.00028;0.00028;0;0.00056;0.00028;-46.44;-62.58
mp-27830;-0.936666667;-0.25;-2.24;0.922038804;-3.658333333;-0.32;-13.45;4.462149768;0.820551667;0.94118;0.61783;0.097761011;0.179448333;0.05882;0.38217;0.097761011;-11.39;-13.29
mp-753260;-1.752;-0.89;-2.31;0.528787292;-6.208;-1.62;-13.89;4.245041343;0.828096;0.9443;0.69471;0.112580241;0.171904;0.0557;0.30529;0.112580241;-16.95;-23.53
mp-15557;-2.345;-0.47;-4.22;1.875;-5.4;-2.36;-8.44;3.04;0.908675;0.92626;0.89109;0.017585;0.091325;0.07374;0.10891;0.017585;-9.3;-11.97
mp-10550;-0.495714286;-0.17;-0.92;0.294417446;-2.157142857;-0.52;-3.67;1.175070992;0.850245714;0.97165;0.71171;0.109596449;0.149754286;0.02835;0.28829;0.109596449;-64.98;-62.2
mp-14070;-4.063333333;-1.12;-5.54;2.081254963;-12.57;-4.49;-22.14;7.282202048;0.931456667;0.99289;0.80904;0.08656185;0.068543333;0.00711;0.19096;0.08656185;-36;-54.92
mp-1020059;-3.9325;-0.9;-7.49;3.05513809;-10.635;-0.9;-25.76;10.45448588;0.96332;1;0.92857;0.034776788;0.03668;0;0.07143;0.034776788;-77.1;-101.8
mp-10182;-0.613333333;-0.1;-0.93;0.366272515;-2.54;-0.63;-3.74;1.365308268;0.888203333;0.99401;0.82616;0.075187887;0.111796667;0.00599;0.17384;0.075187887;-21.06;-20.8
mp-8289;-2.535;-1.86;-3.21;0.675;-8.775;-6.42;-11.13;2.355;0.85051;0.88862;0.8124;0.03811;0.14949;0.11138;0.1876;0.03811;-34.96;-50.57
mp-5339;-0.312857143;-0.16;-0.52;0.137499536;-1.485714286;-0.63;-2.36;0.647740185;0.88788;0.97706;0.81818;0.062098132;0.11212;0.02294;0.18182;0.062098132;-16.16;-19.38
mp-546864;-7.423333333;-1.78;-17.12;6.887236182;-14.83333333;-5.33;-34.24;9.713249828;0.982435;0.99942;0.96649;0.013336212;0.017565;0.00058;0.03351;0.013336212;-23.58;-38.07
mp-19799;-2.185;-0.42;-3.95;1.765;-7.335;-0.84;-23.71;9.538984485;0.8883;0.92297;0.85366;0.034640006;0.1117;0.07703;0.14634;0.034640006;-37.25;-46.48
mp-567558;-0.321428571;-0.15;-0.71;0.224017128;-1.557142857;-0.15;-3.56;1.210120588;0.764324286;0.92823;0.64962;0.090870358;0.235675714;0.07177;0.35038;0.090870358;-13.25;-15.94
mp-752446;-14.48;-14.48;-14.48;0;-28.955;-14.48;-43.43;14.475;0.99794;0.99794;0.99794;0;0.00206;0.00206;0.00206;0;-10.8;-10.4
mp-989513;-4.685;-4.1;-5.27;0.585;-19.33;-12.31;-26.35;7.02;0.965295;0.99048;0.94011;0.025185;0.034705;0.00952;0.05989;0.025185;-79.34;-95.82
mp-3744;-1.618;-0.52;-3.1;1.216032894;-7.542;-1.57;-18.6;6.106080248;0.938774;1;0.85056;0.055478296;0.061226;0;0.14944;0.055478296;-28.82;-39.96
mp-28270;-1.092;-0.32;-2.12;0.840699709;-2.552;-0.64;-4.24;1.444027701;0.810512;0.97884;0.54724;0.160420312;0.189488;0.02116;0.45276;0.160420312;-25.16;-27.45
mp-8658;-0.348571429;-0.21;-0.53;0.135375517;-1.717142857;-0.83;-3.54;0.896018404;0.884691429;0.93724;0.83499;0.036110052;0.115308571;0.06276;0.16501;0.036110052;-18.97;-20.94
mp-20098;-1.384285714;-0.46;-3.69;1.390240032;-4.825714286;-0.54;-20.84;6.649364861;0.80903;0.90441;0.64935;0.102596759;0.19097;0.09559;0.35065;0.102596759;-54.8;-58.91
mp-568536;-0.32;-0.12;-0.47;0.147196014;-1.95;-0.59;-3.36;1.131400312;0.834913333;0.90753;0.78348;0.052811936;0.165086667;0.09247;0.21652;0.052811936;-34.72;-42.09
mp-8000;-7.335;-4.11;-10.56;3.225;-17.745;-4.11;-31.67;10.94285269;0.97543;0.99623;0.95526;0.020027877;0.02457;0.00377;0.04474;0.020027877;-52.22;-83.37
mp-11703;-2.96;-2.96;-2.96;0;-8.885;-5.92;-11.85;2.965;0.896705;0.89674;0.89667;3.50E-05;0.103295;0.10326;0.10333;3.50E-05;-14.41;-18.36
mp-4009;-0.836666667;-0.28;-1.77;0.66140423;-2.776666667;-0.56;-7.08;2.211882054;0.776475;0.82308;0.71318;0.037799241;0.223525;0.17692;0.28682;0.037799241;-28.92;-34
mp-7447;-2.215;-0.62;-3.81;1.595;-4.12;-0.62;-7.62;3.5;0.86298;0.87805;0.84791;0.01507;0.13702;0.12195;0.15209;0.01507;-12.47;-15.57
mp-19833;-2.57;-0.99;-4.15;1.58;-7.72;-1.99;-16.61;5.616693867;0.82898;0.99642;0.66184;0.167140135;0.17102;0.00358;0.33816;0.167140135;-8.16;-16.01
mp-7421;-0.558333333;-0.13;-1.25;0.492693842;-2.101666667;-0.78;-3.75;1.220688558;0.84642;0.95767;0.66787;0.096874827;0.15358;0.04233;0.33213;0.096874827;-35.85;-33.62
mp-23425;-3.4;-3.4;-3.4;0;-11.9;-3.4;-20.4;8.5;0.91701;0.91735;0.91667;0.00034;0.08299;0.08265;0.08333;0.00034;-9.63;-13.24
mp-23023;-1.392;-0.68;-2.16;0.636565786;-6.498;-4.89;-8.63;1.75273957;0.913402;0.98397;0.76149;0.081357239;0.086598;0.01603;0.23851;0.081357239;-24.09;-38.33
mp-867194;-0.625;-0.46;-0.79;0.165;-2.615;-1.39;-3.15;0.724068367;0.9085025;0.96165;0.85455;0.053150548;0.0914975;0.03835;0.14545;0.053150548;-56.86;-60.2
mp-5046;-8.825;-6.47;-11.18;2.355;-22.055;-6.47;-44.71;14.9070864;0.999555;1;0.99911;0.000445;0.000445;0;0.00089;0.000445;-59.07;-81.14
mp-998297;-0.43;-0.17;-0.69;0.26;-2.0425;-0.66;-4.13;1.295152018;0.891285;0.98537;0.79724;0.094045004;0.108715;0.01463;0.20276;0.094045004;-18.22;-21.66
mp-22899;-0.59;-0.59;-0.59;0;-3.52;-3.52;-3.52;0;0.99717;0.99717;0.99717;0;0.00283;0.00283;0.00283;0;-2.69;-4.62
mp-22956;-0.938333333;-0.27;-2.15;0.857446143;-2.666666667;-0.32;-8.59;2.795345337;0.823993333;0.97436;0.55422;0.147500122;0.176006667;0.02564;0.44578;0.147500122;-8.03;-11.19
mp-27827;-2.89;-2.89;-2.89;0;-10.125;-2.89;-17.36;7.235;0.964335;0.96462;0.96405;0.000285;0.035665;0.03538;0.03595;0.000285;-14.26;-19.22
mp-552934;-0.84;-0.23;-2.2;0.789097586;-1.90375;-0.23;-4.4;1.130762326;0.72516625;0.85145;0.49275;0.111690584;0.27483375;0.14855;0.50725;0.111690584;-45.96;-48.38
mp-755895;-1.521428571;-0.49;-4.1;1.568925279;-5.412857143;-0.49;-23.41;7.486873683;0.838061429;0.96818;0.71667;0.094788354;0.161938571;0.03182;0.28333;0.094788354;-91.05;-98.59
mp-556866;-1.172857143;-0.35;-2.03;0.579006891;-2.474285714;-0.7;-4.07;1.251089321;0.717624286;0.83575;0.64119;0.076876286;0.282375714;0.16425;0.35881;0.076876286;-20.64;-23.98
mp-7896;-3.82;-1.14;-6.5;2.68;-6.665;-6.5;-6.83;0.165;0.802465;0.85358;0.75135;0.051115;0.197535;0.14642;0.24865;0.051115;-9.31;-9.84
mp-11674;-4.375;-4.26;-4.49;0.115;-15.375;-12.79;-17.96;2.585;0.989075;1;0.97815;0.010925;0.010925;0;0.02185;0.010925;-2.71;-11.74
mp-5532;-2.51;-0.52;-3.53;1.407290541;-10.17;-2.6;-20.85;7.768298827;0.96594;0.9877;0.92697;0.027618488;0.03406;0.0123;0.07303;0.027618488;-60.87;-66.61
mp-540584;-0.958333333;-0.26;-2.18;0.869164669;-3.386666667;-0.53;-8.71;2.745618732;0.81658;0.95031;0.65605;0.104311814;0.18342;0.04969;0.34395;0.104311814;-15.76;-16.97
mp-9107;-1.205555556;-0.33;-3.12;1.065312798;-4.246666667;-0.65;-17.98;5.188956221;0.854906667;1;0.63876;0.134426287;0.145093333;0;0.36124;0.134426287;-23.22;-29.88
mp-7684;-2.13;-0.51;-4.06;1.586379526;-5.678;-2.06;-12.19;3.433018497;0.947674;0.97373;0.91701;0.021906474;0.052326;0.02627;0.08299;0.021906474;-0.63;-2.05
mp-7596;-3.885;-3.8;-3.97;0.085;-13.63;-11.4;-15.86;2.23;0.9690375;1;0.93769;0.030963697;0.0309625;0;0.06231;0.030963697;-60.6;-90.79
mp-13445;-1.64;-0.39;-3.72;1.180660832;-3.394;-0.39;-6.96;2.135543022;0.81615;0.86538;0.77296;0.037191982;0.18385;0.13462;0.22704;0.037191982;-10.48;-11.9
mp-8276;-0.608;-0.16;-0.98;0.322886977;-2.598;-0.95;-3.93;1.245831449;0.799736;0.82508;0.74372;0.029795969;0.200264;0.17492;0.25628;0.029795969;-53.06;-52.9
mp-29138;-0.875;-0.29;-1.91;0.7343875;-2.835;-0.95;-7.64;2.36642311;0.83652;0.96748;0.65179;0.108642901;0.16348;0.03252;0.34821;0.108642901;-13.96;-15.22
mp-976876;-6.843333333;-3.62;-13.29;4.558481716;-8.05;-3.62;-13.29;3.989093464;0.866723333;0.91099;0.84419;0.031302964;0.133276667;0.08901;0.15581;0.031302964;-4.79;-5.88
mp-989608;-0.888571429;-0.23;-2.15;0.810510043;-3.5;-0.59;-12.92;3.958513429;0.902621429;0.98667;0.84044;0.05919967;0.097378571;0.01333;0.15956;0.05919967;-14.46;-18.95
mp-552488;-1.294285714;-0.7;-2.23;0.599639347;-5.572857143;-3.77;-8.91;2.188761648;0.841578571;0.95045;0.70497;0.098636384;0.158421429;0.04955;0.29503;0.098636384;-24.6;-39.54
mp-1541;-4.87;-4.87;-4.87;0;-19.5;-19.5;-19.5;0;1;1;1;0;0;0;0;0;-1.58;0
mp-7472;-1.063333333;-0.26;-2.48;1.004948865;-3.388333333;-0.53;-9.92;3.245547805;0.801056667;0.91304;0.58436;0.111962774;0.198943333;0.08696;0.41564;0.111962774;-44.09;-46.02
mp-5488;-1.67;-0.53;-3.31;1.34002985;-7.126;-1.06;-19.83;7.080007345;0.936142;0.9569;0.86945;0.033545574;0.063858;0.0431;0.13055;0.033545574;-33.13;-41.99
mp-7907;-2.8475;-1.13;-4.57;1.717503639;-8.2675;-1.13;-18.29;6.445581335;0.92671;0.99673;0.85535;0.070021459;0.07329;0.00327;0.14465;0.070021459;-9.3;-15.79
mp-3668;-2.83;-1.18;-4.48;1.65;-8.49;-2.36;-17.92;5.935815024;0.901305;0.98321;0.81967;0.081635223;0.098695;0.01679;0.18033;0.081635223;-19.97;-21.31
mp-867699;-2.345;-0.84;-3.84;1.490041946;-6.505;-3.37;-15.33;5.098080521;0.99926;1;0.99704;0.001281718;0.00074;0;0.00296;0.001281718;-22.35;-31.5
mp-21166;-0.35;-0.12;-0.56;0.18018509;-1.44;-0.24;-2.24;0.86409876;0.815686667;0.86667;0.72222;0.066168016;0.184313333;0.13333;0.27778;0.066168016;-141.02;-133.6
mp-754826;-3.093333333;-1.54;-3.87;1.098372533;-9.803333333;-6.17;-15.49;4.072487637;0.90823;0.95078;0.82541;0.05856998;0.09177;0.04922;0.17459;0.05856998;-34.63;-47.39
