mp-ids,Icohp_mean_avg,Icohp_mean_max,Icohp_mean_min,Icohp_mean_std,Icohp_sum_avg,Icohp_sum_max,Icohp_sum_min,Icohp_sum_std,bonding_perc_avg,bonding_perc_max,bonding_perc_min,bonding_perc_std,antibonding_perc_avg,antibonding_perc_min,antibonding_perc_max,antibonding_perc_std,Madelung_Mull,Madelung_Loew
mp-1000,-0.34,-0.12,-0.45,0.15556349186104046,-2.2733333333333334,-1.42,-2.7,0.6033977866125206,0.7803166666666667,0.78801,0.76493,0.010880016339857006,0.21968333333333334,0.21199,0.23507,0.010880016339857006,-17.68,-15.69
mp-1002124,-4.58,-4.58,-4.58,0.0,-18.31,-18.31,-18.31,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-17.62,-12.43
mp-1002164,-5.89,-5.89,-5.89,0.0,-23.57,-23.57,-23.57,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-12.86,-9.62
mp-10044,-5.87,-5.87,-5.87,0.0,-23.5,-23.5,-23.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-5.07,-6.48
mp-1008223,-0.83,-0.83,-0.83,0.0,-3.31,-3.31,-3.31,0.0,0.89078,0.89078,0.89078,0.0,0.10922,0.10922,0.10922,0.0,-18.85,-16.93
mp-1008506,-2.2399999999999998,-0.46,-3.7,1.3419388957773002,-5.01,-1.37,-11.1,4.33359742784983,0.8580733333333334,1.0,0.68158,0.13227235774046756,0.14192666666666667,0.0,0.31842,0.13227235774046753,-14.45,-12.47
mp-1008556,-4.975,-4.96,-4.99,0.015000000000000124,-14.927500000000002,-9.92,-19.96,4.97769713321331,0.999495,1.0,0.99899,0.0005049999999999777,0.000505,0.0,0.00101,0.000505,-28.8,-18.93
mp-1008559,-6.23,-6.23,-6.23,0.0,-24.93,-24.93,-24.93,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-15.24,-17.22
mp-10086,-1.6940000000000002,-0.41,-2.29,0.6875056363405322,-7.692,-1.62,-11.47,3.647379333165115,0.931332,0.99653,0.88732,0.053234786145902754,0.06866799999999999,0.00347,0.11268,0.053234786145902754,-22.09,-12.51
mp-1008680,-1.3,-1.03,-1.56,0.21648710508172692,-5.890000000000001,-5.25,-6.24,0.4532107677449864,0.9175166666666666,0.99838,0.76167,0.1102263768594231,0.08248333333333333,0.00162,0.23833,0.11022637685942306,-7.45,-7.01
mp-1008786,-0.59,-0.59,-0.59,0.0,-3.55,-3.55,-3.55,0.0,0.9863,0.9863,0.9863,0.0,0.0137,0.0137,0.0137,0.0,-16.9,-15.13
mp-1009009,-0.4166666666666667,-0.17,-0.54,0.17441967269268174,-3.2066666666666666,-1.0,-4.31,1.5603489638183146,0.94568,1.0,0.83704,0.07682008070810652,0.05432,0.0,0.16296,0.07682008070810652,-6.21,-5.9
mp-1009082,-2.39,-1.01,-3.77,1.3800000000000001,-7.172499999999999,-2.02,-15.09,4.97952495224193,0.989155,0.99736,0.98095,0.008205000000000018,0.010845,0.00264,0.01905,0.008205,-32.39,-27.52
mp-1009084,-2.48,-1.23,-3.73,1.25,-7.4399999999999995,-2.47,-14.91,4.658379546580549,0.9974875,0.99933,0.99598,0.0015259976245066956,0.0025125,0.00067,0.00402,0.0015259976245066702,-35.83,-30.44
mp-1009085,-2.9699999999999998,-1.23,-4.71,1.74,-8.915,-2.47,-18.84,6.248577838196463,0.99641,0.99684,0.99598,0.00042999999999998595,0.0035900000000000003,0.00316,0.00402,0.00043000000000000004,-36.17,-31.01
mp-1009087,-2.825,-1.25,-4.4,1.5750000000000002,-8.4675,-2.5,-17.58,5.717872746922582,0.9965999999999999,0.99773,0.99603,0.0006940461079784396,0.0034,0.00227,0.00397,0.0006940461079784252,-32.42,-27.88
mp-1009088,-2.72,-1.28,-4.16,1.44,-8.155000000000001,-2.55,-16.64,5.308260072754537,0.99638,0.99761,0.99419,0.0014048843368761603,0.00362,0.00239,0.00581,0.0014048843368761714,-29.27,-25.4
mp-1009127,-0.4666666666666666,-0.16,-0.62,0.21684607956387458,-3.603333333333333,-0.95,-4.93,1.8761899927483061,0.9537266666666667,0.98431,0.89256,0.043251364782577156,0.04627333333333333,0.01569,0.10744,0.043251364782577156,-25.15,-24.2
mp-1009129,-0.5833333333333334,-0.15,-0.8,0.3064129385141706,-3.31,-0.31,-4.81,2.1213203435596424,0.9122633333333333,0.97624,0.78431,0.09047666967542273,0.08773666666666667,0.02376,0.21569,0.0904766696754227,-26.18,-24.91
mp-1009220,-0.18666666666666665,-0.12,-0.22,0.04714045207910317,-1.42,-0.7,-1.78,0.5091168824543143,0.9466666666666667,1.0,0.84,0.07542472332656508,0.05333333333333334,0.0,0.16,0.07542472332656507,-4.23,-3.56
mp-1009540,-4.86,-4.86,-4.86,0.0,-19.44,-19.44,-19.44,0.0,0.95634,0.95634,0.95634,0.0,0.04366,0.04366,0.04366,0.0,-10.16,-7.58
mp-1009733,-0.3833333333333333,-0.17,-0.49,0.15084944665313013,-2.2966666666666664,-1.01,-3.92,1.2116196689647385,0.8501533333333334,0.87843,0.79532,0.03877937968674704,0.14984666666666666,0.12157,0.20468,0.03877937968674704,-33.31,-36.65
mp-1009750,-3.51,-3.51,-3.51,0.0,-14.02,-14.02,-14.02,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-16.96,-12.32
mp-1009792,-4.61,-4.61,-4.61,0.0,-18.45,-18.45,-18.45,0.0,0.9601,0.9601,0.9601,0.0,0.0399,0.0399,0.0399,0.0,-5.08,-3.26
mp-1009813,-4.0,-4.0,-4.0,0.0,-15.99,-15.99,-15.99,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.56,-0.38
mp-1009819,-0.59,-0.36,-1.05,0.3252691193458119,-4.003333333333333,-2.86,-6.29,1.6169175063132386,0.8505699999999999,0.89041,0.77089,0.05634226832494414,0.14943,0.10959,0.22911,0.056342268324944114,-22.34,-23.08
mp-1009820,-4.78,-4.78,-4.78,0.0,-19.12,-19.12,-19.12,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-12.96,-10.35
mp-1009894,-4.78,-4.78,-4.78,0.0,-19.13,-19.13,-19.13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-10.02,-8.41
mp-1011695,-0.41333333333333333,-0.29,-0.66,0.17441967269268174,-2.4866666666666664,-1.16,-3.98,1.1572764963002096,0.8491033333333333,0.86076,0.82623,0.01617488657009856,0.15089666666666668,0.13924,0.17377,0.01617488657009859,-12.06,-9.87
mp-1014244,-2.23,-0.65,-4.47,1.3407034400961737,-8.202857142857145,-1.77,-21.89,6.671576627295646,0.8707514285714285,0.99954,0.76381,0.10161877771196359,0.1292485714285714,0.00046,0.23619,0.1016187777119636,-34.69,-30.82
mp-10155,-2.9666666666666663,-0.58,-4.62,1.3842286259461942,-6.955000000000001,-0.58,-15.96,4.746689197043907,0.8952733333333334,0.96945,0.66667,0.10461957794260543,0.10472666666666668,0.03055,0.33333,0.1046195779426054,-4.56,-3.63
mp-10159,-0.27199999999999996,-0.14,-0.37,0.08657944328765343,-2.23,-0.84,-3.74,1.036783487522829,0.908768,0.97701,0.82456,0.06738131741068888,0.09123200000000001,0.02299,0.17544,0.06738131741068885,-12.27,-11.75
mp-10163,-2.6566666666666667,-0.47,-3.75,1.5462068281945838,-7.813333333333333,-0.94,-15.0,5.744245429606535,0.9217866666666668,1.0,0.76536,0.11061035675840765,0.07821333333333333,0.0,0.23464,0.11061035675840768,-7.45,-3.35
mp-10167,-4.91,-4.91,-4.91,0.0,-12.27,-4.91,-19.63,7.359999999999999,0.992,0.992,0.992,0.0,0.008,0.008,0.008,0.0,-23.13,-19.43
mp-1018040,-1.03,-1.03,-1.03,0.0,-4.14,-4.14,-4.14,0.0,0.9814,0.9814,0.9814,0.0,0.0186,0.0186,0.0186,0.0,-39.34,-34.17
mp-1018096,-0.362,-0.28,-0.43,0.06764613810115104,-2.218,-0.84,-4.79,1.3985335176534026,0.7690319999999999,0.79604,0.73371,0.026958302913944722,0.230968,0.20396,0.26629,0.026958302913944715,-43.46,-43.44
mp-1018100,-3.76,-3.76,-3.76,0.0,-15.05,-15.05,-15.05,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.63,-0.09
mp-10182,-0.6133333333333334,-0.1,-0.93,0.3662725154247252,-2.54,-0.63,-3.74,1.3653082679990869,0.8931333333333334,0.98792,0.83755,0.06735705968114174,0.10686666666666667,0.01208,0.16245,0.06735705968114174,-20.81,-21.06
mp-1020019,-6.346666666666667,-0.97,-9.41,3.8141869673919007,-11.121666666666668,-1.93,-18.82,7.164801501476196,0.9729433333333334,0.98985,0.96216,0.012076794092620583,0.027056666666666663,0.01015,0.03784,0.012076794092620588,-134.62,-112.31
mp-1020059,-4.364,-0.9,-7.49,2.8656350081613673,-12.163999999999998,-0.9,-25.77,9.839631293905274,0.991494,0.99933,0.98104,0.0068677466464627255,0.008506,0.00067,0.01896,0.006867746646462725,-101.8,-77.1
mp-10219,-2.1260000000000003,-0.49,-3.38,1.1137073224146459,-8.511999999999999,-1.98,-13.53,4.453463371354927,0.909544,0.99706,0.82026,0.07343853609652085,0.09045600000000001,0.00294,0.17974,0.07343853609652089,-36.14,-23.3
mp-1022,-0.44,-0.43,-0.46,0.014142135623730963,-2.6266666666666665,-1.71,-3.42,0.7035307779731854,0.9085633333333334,0.94301,0.84211,0.047000159810603,0.09143666666666667,0.05699,0.15789,0.04700015981060301,-10.7,-10.24
mp-10223,-0.931111111111111,-0.33,-2.0,0.739120264525401,-3.0644444444444447,-0.98,-7.9,1.9758042588110298,0.8664344444444444,0.99593,0.74112,0.11335987464816162,0.13356555555555555,0.00407,0.25888,0.11335987464816162,-19.24,-14.08
mp-10226,-1.5550000000000002,-0.47,-2.64,1.0850000000000002,-6.994999999999999,-1.4,-15.85,5.658729981188358,0.996885,0.99937,0.99296,0.0025096862353688834,0.0031150000000000006,0.00063,0.00704,0.002509686235368876,-13.2,-8.36
mp-10246,-1.0499999999999998,-0.34,-2.38,0.9296952905836047,-3.342222222222222,-1.03,-9.45,2.5021403183753512,0.8519355555555556,0.98354,0.6898,0.12159495010631825,0.14806444444444444,0.01646,0.3102,0.12159495010631824,-18.62,-14.63
mp-10250,-0.4742857142857142,-0.3,-0.76,0.18904701931055165,-2.8028571428571425,-1.22,-4.56,1.066753610402197,0.8377557142857144,0.87968,0.77605,0.04118912507555599,0.1622442857142857,0.12032,0.22395,0.041189125075556006,-28.01,-25.93
mp-10281,-1.2974999999999999,-1.28,-1.31,0.010897247358851694,-5.1875,-5.14,-5.24,0.03561951712193773,0.8092075,0.81317,0.80476,0.0032574635454598513,0.19079249999999998,0.18683,0.19524,0.0032574635454598695,-65.89,-61.44
mp-10289,-4.91,-1.15,-6.79,2.6587214972614186,-13.963333333333333,-1.15,-20.37,9.060394889603629,0.8977966666666667,1.0,0.69388,0.14419099655973283,0.10220333333333333,0.0,0.30612,0.14419099655973286,-36.85,-28.52
mp-1029,-0.36999999999999994,-0.29,-0.41,0.0565685424949238,-2.816666666666667,-1.64,-3.52,0.8373105092430699,0.7947466666666667,0.89462,0.74481,0.07062111125970445,0.2052533333333333,0.10538,0.25519,0.07062111125970444,-20.87,-20.13
mp-10322,-2.485,-0.62,-5.97,2.0345167321340303,-6.961666666666666,-0.62,-19.0,6.862857560002895,0.91478,1.0,0.7908,0.07752562114122875,0.08522,0.0,0.2092,0.07752562114122874,-68.48,-58.48
mp-10336,-1.047,-0.41,-2.05,0.6460657861239829,-3.15,-0.81,-11.84,3.157774532799959,0.813004,1.0,0.68015,0.12897324925735568,0.186997,0.0,0.31985,0.12897410120252825,-44.79,-34.11
mp-10341,-4.955,-4.71,-5.2,0.2450000000000001,-17.34,-4.71,-31.19,12.429454935756436,0.9904824999999999,0.99872,0.98156,0.007952547940754583,0.0095175,0.00128,0.01844,0.007952547940754586,-108.74,-93.29
mp-10378,-0.382,-0.12,-0.88,0.28287099533179433,-3.248,-0.75,-7.03,2.450113466760264,0.8717459999999999,0.97436,0.79187,0.07258466962107084,0.128254,0.02564,0.20813,0.07258466962107081,-14.18,-13.86
mp-10381,-0.7133333333333334,-0.28,-1.54,0.5846271366340164,-1.991666666666667,-0.56,-3.09,0.9589476292037827,0.8464933333333334,0.97656,0.67832,0.10360328544769008,0.15350666666666665,0.02344,0.32168,0.10360328544769011,-17.33,-16.86
mp-1039,-0.94,-0.94,-0.94,0.0,-3.74,-3.74,-3.74,0.0,0.97949,0.97949,0.97949,0.0,0.02051,0.02051,0.02051,0.0,-31.59,-27.98
mp-10408,-15.1,-15.1,-15.1,0.0,-22.65,-15.1,-30.2,7.55,0.99736,0.99736,0.99736,0.0,0.00264,0.00264,0.00264,0.0,-12.24,-11.2
mp-10417,-2.793333333333333,-0.54,-3.92,1.593347280273687,-8.2,-1.08,-15.68,5.96585841825522,0.9064133333333334,0.91658,0.88652,0.014067857769476557,0.09358666666666667,0.08342,0.11348,0.014067857769476567,-45.71,-40.21
mp-10418,-2.8533333333333335,-0.74,-3.91,1.4943523309075704,-8.796666666666665,-2.96,-15.62,5.215300140505391,0.8977433333333334,0.91596,0.86131,0.02576225706122987,0.10225666666666666,0.08404,0.13869,0.025762257061229882,-45.52,-39.94
mp-10474,-7.54,-7.54,-7.54,0.0,-26.4,-7.54,-45.26,18.86,0.99978,1.0,0.99956,0.00021999999999999797,0.00022,0.0,0.00044,0.00022,-62.58,-46.43
mp-10481,-0.3928571428571429,-0.11,-0.92,0.26833956556754657,-1.702142857142857,-0.22,-4.14,1.234944640583586,0.7606085714285714,0.96635,0.59518,0.11866074545630032,0.23939142857142853,0.03365,0.40482,0.11866074545630033,-17.67,-14.97
mp-10485,-0.4166666666666667,-0.22,-0.71,0.211397466609439,-1.7700000000000002,-1.29,-2.12,0.3510935297989222,0.8436933333333334,0.98624,0.76543,0.10095716660489677,0.15630666666666668,0.01376,0.23457,0.1009571666048968,-39.46,-38.75
mp-10492,-6.14,-6.14,-6.14,0.0,-21.485,-6.14,-36.83,15.344999999999999,0.99368,0.99381,0.99355,0.00012999999999996348,0.00632,0.00619,0.00645,0.0001299999999999999,-54.67,-38.29
mp-10547,-1.156,-0.3,-2.4,1.0161417223989968,-2.9279999999999995,-1.19,-4.81,1.6235319522571767,0.827716,0.90066,0.74948,0.06769634365311024,0.17228400000000002,0.09934,0.25052,0.06769634365311027,-35.49,-34.97
mp-10550,-0.49571428571428566,-0.17,-0.92,0.29441744624437804,-2.157142857142857,-0.52,-3.67,1.1750709922105533,0.8508528571428572,0.97662,0.71005,0.10918125777339074,0.14914714285714284,0.02338,0.28995,0.10918125777339072,-62.2,-64.98
mp-10572,-8.57,-8.57,-8.57,0.0,-25.71,-17.14,-34.28,8.57,0.9998549999999999,1.0,0.99971,0.00014500000000000624,0.000145,0.0,0.00029,0.000145,-105.36,-88.54
mp-10614,-0.49000000000000005,-0.27,-0.87,0.26981475126464083,-2.0799999999999996,-1.65,-2.61,0.39824615503479754,0.8891266666666667,0.99242,0.7971,0.08013604654308541,0.11087333333333334,0.00758,0.2029,0.08013604654308544,-20.13,-21.54
mp-10615,-0.42285714285714293,-0.16,-0.77,0.2272641185753632,-1.8685714285714285,-0.96,-2.32,0.44610788481931046,0.8191242857142857,0.99573,0.67871,0.1155374405435179,0.18087571428571428,0.00427,0.32129,0.11553744054351792,-20.89,-21.91
mp-10616,-0.41000000000000003,-0.13,-0.78,0.24083189157584592,-1.7842857142857143,-0.77,-2.34,0.4881995242830579,0.8194014285714285,0.99574,0.67431,0.11589236600380191,0.18059857142857139,0.00426,0.32569,0.11589236600380193,-20.49,-21.23
mp-10627,-0.3866666666666667,-0.35,-0.46,0.05185449728701351,-2.8000000000000003,-2.78,-2.81,0.014142135623731067,0.8663833333333333,0.88643,0.82629,0.028350267880372683,0.13361666666666666,0.11357,0.17371,0.028350267880372645,-19.46,-18.46
mp-10653,-0.2933333333333334,-0.22,-0.33,0.05185449728701349,-2.1999999999999997,-1.32,-2.64,0.6222539674441618,0.8902966666666666,0.89759,0.87571,0.010314330914907778,0.10970333333333333,0.10241,0.12429,0.010314330914907773,-16.82,-15.46
mp-10680,-0.42,-0.29,-0.68,0.1838477631085024,-2.9033333333333338,-2.31,-4.09,0.8391000470080363,0.7947566666666667,0.79649,0.79389,0.0012256517540567044,0.20524333333333333,0.20351,0.20611,0.0012256517540566783,-18.18,-17.34
mp-10694,-3.02,-3.02,-3.02,0.0,-12.065000000000001,-6.03,-18.1,6.035,0.979585,0.97984,0.97933,0.0002550000000000052,0.020415000000000003,0.02016,0.02067,0.000255,-25.13,-17.72
mp-10695,-1.3,-1.3,-1.3,0.0,-5.2,-5.2,-5.2,0.0,0.80664,0.80664,0.80664,0.0,0.19336,0.19336,0.19336,0.0,-16.48,-15.37
mp-1070,-1.03,-1.03,-1.03,0.0,-4.12,-4.12,-4.12,0.0,0.80931,0.80931,0.80931,0.0,0.19069,0.19069,0.19069,0.0,-25.79,-24.62
mp-10748,-2.1766666666666667,-0.54,-4.73,1.829249998101833,-6.136666666666667,-1.08,-18.91,5.8552758735652715,0.8264833333333333,0.98268,0.7263,0.11156328288863183,0.17351666666666668,0.01732,0.2737,0.11156328288863183,-15.36,-11.66
mp-10760,-0.68,-0.68,-0.68,0.0,-4.07,-4.07,-4.07,0.0,0.99036,0.99036,0.99036,0.0,0.00964,0.00964,0.00964,0.0,-20.41,-17.98
mp-10776,-3.8599999999999994,-3.16,-4.56,0.6999999999999997,-10.092500000000001,-3.16,-18.98,6.527906919526351,0.95784,0.99071,0.92799,0.02965322410801227,0.042159999999999996,0.00929,0.07201,0.029653224108012265,-15.8,-11.4
mp-1087,-0.40666666666666673,-0.12,-0.55,0.20270394394014365,-2.6933333333333334,-1.44,-3.32,0.8862404990871395,0.8311866666666666,0.86245,0.76866,0.04421303000499088,0.16881333333333334,0.13755,0.23134,0.04421303000499085,-19.32,-18.15
mp-10918,-6.326666666666667,-2.91,-13.16,4.831896338108075,-7.296666666666667,-2.91,-13.16,4.312851595973235,0.8771266666666667,0.98314,0.82366,0.07496368780208784,0.12287333333333332,0.01686,0.17634,0.07496368780208781,-4.51,-3.86
mp-10919,-6.663333333333333,-3.56,-12.87,4.388776088564505,-7.846666666666667,-3.56,-12.87,3.8363205751808014,0.8888066666666666,0.97976,0.84333,0.06431371877152042,0.11119333333333332,0.02024,0.15667,0.06431371877152046,-5.42,-4.5
mp-10955,-2.2439999999999998,-1.01,-4.09,1.507257111444494,-6.116,-2.03,-16.36,5.182210339227847,0.8415839999999999,0.99279,0.73934,0.12321643893571993,0.158416,0.00721,0.26066,0.12321643893571993,-15.37,-14.61
mp-10969,-16.39,-16.39,-16.39,0.0,-24.59,-16.39,-32.79,8.2,0.99637,0.99637,0.99637,0.0,0.00363,0.00363,0.00363,0.0,-24.19,-19.63
mp-10985,-0.58,-0.22,-1.21,0.37047267105685405,-2.5850000000000004,-0.75,-5.71,1.6639436088201225,0.7471333333333333,0.90323,0.60739,0.09563245816957522,0.25286666666666663,0.09677,0.39261,0.09563245816957523,-26.95,-24.09
mp-11019,-2.42,-0.52,-3.86,1.2835419743818277,-8.732000000000001,-1.93,-23.15,7.968032128449282,0.8555300000000001,0.97857,0.75871,0.1015209085853747,0.14447000000000002,0.02143,0.24129,0.10152090858537466,-39.93,-27.15
mp-11020,-2.1919999999999997,-0.49,-3.81,1.3610055106427748,-8.296,-1.43,-22.81,8.069432693814354,0.838738,0.97727,0.72,0.11645833098580796,0.16126200000000002,0.02273,0.28,0.11645833098580796,-37.59,-24.91
mp-11022,-1.846,-0.48,-2.7,0.8225715774326269,-6.444,-1.67,-16.21,5.35194020893358,0.84608,0.99631,0.70218,0.13152272685737626,0.15392,0.00369,0.29782,0.13152272685737623,-54.2,-40.01
mp-1105,-3.8449999999999998,-0.76,-6.93,3.085,-4.99,-3.05,-6.93,1.94,0.79051,0.83011,0.75091,0.039600000000000024,0.20949,0.16989,0.24909,0.039599999999999996,-17.52,-16.77
mp-1106,-0.32199999999999995,-0.21,-0.48,0.10457533169921097,-1.988,-1.24,-3.53,0.7993347233793863,0.7929220000000001,0.88571,0.71186,0.07150786904949692,0.207078,0.11429,0.28814,0.07150786904949692,-127.96,-138.85
mp-11123,-1.122,-0.25,-2.25,0.7753554023800956,-3.3699999999999997,-0.57,-13.29,3.5765402276501796,0.8652049999999999,1.0,0.67546,0.10934759112573082,0.13479500000000003,0.0,0.32454,0.1093475911257308,-35.75,-30.45
mp-11175,-2.7899999999999996,-1.0,-6.06,2.3157000381454127,-6.975000000000001,-1.0,-24.25,7.94698003436945,0.9289433333333332,0.99752,0.80952,0.08391638093297929,0.07105666666666667,0.00248,0.19048,0.08391638093297929,-21.53,-19.75
mp-11265,-0.3085714285714286,-0.15,-0.49,0.13356951870292344,-1.3414285714285714,-0.43,-1.96,0.5645333995289149,0.7672328571428572,0.88627,0.69369,0.07794038229208741,0.2327671428571429,0.11373,0.30631,0.07794038229208743,-125.7,-136.83
mp-11327,-0.4466666666666666,-0.37,-0.6,0.10842303978193728,-2.686666666666667,-1.49,-3.6,0.8843955877069694,0.8713966666666666,0.8895,0.83519,0.02560197952416092,0.12860333333333332,0.1105,0.16481,0.025601979524160937,-10.34,-9.72
mp-1138,-0.78,-0.78,-0.78,0.0,-4.7,-4.7,-4.7,0.0,0.99788,0.99788,0.99788,0.0,0.00212,0.00212,0.00212,0.0,-6.27,-6.14
mp-1143,-3.0266666666666673,-0.7,-4.19,1.6452017775607006,-14.893333333333333,-2.8,-25.13,9.210234645340053,0.9614333333333334,1.0,0.8843,0.054541503055522376,0.038566666666666666,0.0,0.1157,0.05454150305552236,-91.95,-59.09
mp-11520,-1.2566666666666668,-0.9,-1.62,0.29397656747132456,-6.116666666666667,-3.61,-9.74,2.62417394409915,0.9155300000000001,0.99209,0.76358,0.10744593710327068,0.08446999999999999,0.00791,0.23642,0.10744593710327068,-2.3,-1.35
mp-1153,-0.5733333333333334,-0.12,-0.8,0.3205550741379016,-3.4299999999999997,-0.72,-6.38,2.3169088602417376,0.97436,1.0,0.92308,0.03626043573924615,0.02564,0.0,0.07692,0.03626043573924616,-9.92,-8.97
mp-11583,-2.5,-0.52,-4.21,1.47006122321487,-10.251999999999999,-1.57,-16.83,6.103062837625055,0.953454,0.9918,0.80845,0.0725267690166879,0.046546000000000004,0.0082,0.19155,0.0725267690166879,-52.58,-38.22
mp-11659,-6.91,-3.18,-10.64,3.7300000000000004,-16.2025,-3.18,-31.91,10.671603382341381,0.9964675000000001,0.99813,0.99377,0.0018164577479258624,0.0035325,0.00187,0.00623,0.001816457747925891,-74.54,-47.33
mp-11674,-4.5680000000000005,-4.23,-5.32,0.3953428891481419,-14.454000000000002,-10.65,-18.17,3.046851489652885,0.9942059999999999,1.0,0.98547,0.0070962288576398224,0.005794,0.0,0.01453,0.00709622885763981,-11.74,-2.71
mp-11695,-1.0285714285714287,-0.24,-1.94,0.7914981918836593,-3.891428571428571,-0.95,-7.78,2.8580484279183467,0.8509942857142858,0.9798,0.71478,0.09135301322063656,0.14900571428571427,0.0202,0.28522,0.09135301322063653,-9.33,-6.67
mp-11703,-2.96,-2.96,-2.96,0.0,-8.885,-5.92,-11.85,2.965,0.9056299999999999,0.90591,0.90535,0.00028000000000000247,0.09437,0.09409,0.09465,0.00028000000000000247,-18.36,-14.41
mp-11713,-5.844,-5.65,-5.98,0.09981983770774218,-23.375,-22.62,-23.91,0.39641518638921974,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-96.42,-73.59
mp-11714,-5.99,-5.96,-6.02,0.025495097567963816,-23.97,-23.84,-24.1,0.10793516572461502,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-87.42,-62.93
mp-11715,-7.949999999999999,-4.05,-11.85,3.9,-18.945,-4.05,-35.56,12.011961746525836,0.984665,1.0,0.96896,0.015337231660244283,0.015335000000000001,0.0,0.03104,0.015337231660244297,-86.93,-54.57
mp-11718,-0.3566666666666667,-0.33,-0.41,0.03771236166328251,-2.973333333333333,-1.98,-4.96,1.4047854719572743,0.8611533333333332,0.89888,0.84229,0.026676781831564498,0.13884666666666667,0.10112,0.15771,0.026676781831564477,-6.04,-6.14
mp-11719,-0.74625,-0.33,-1.89,0.6606045999688466,-1.7999999999999998,-0.36,-3.77,0.9832598842625484,0.8507225,0.96178,0.62162,0.1011185762792871,0.1492775,0.03822,0.37838,0.10111857627928708,-30.36,-30.08
mp-11739,-0.792,-0.2,-1.57,0.6365029457905125,-3.6159999999999997,-0.93,-9.4,3.187893348278766,0.91469,0.96443,0.81183,0.055590719729105856,0.08531,0.03557,0.18817,0.05559071972910587,-12.81,-8.01
mp-11824,-0.422,-0.23,-0.6,0.1507846145997661,-2.4240000000000004,-1.21,-4.06,1.185758828767469,0.8427939999999999,0.96487,0.75623,0.0996831028008258,0.157206,0.03513,0.24377,0.09968310280082578,-70.85,-71.57
mp-11869,-1.2366666666666666,-1.09,-1.44,0.14839886193034704,-5.903333333333333,-4.34,-8.63,1.9349476019319551,0.91906,0.98743,0.79385,0.08866187944470087,0.08094,0.01257,0.20615,0.08866187944470084,-5.46,-4.56
mp-1190,-1.2,-1.2,-1.2,0.0,-4.8,-4.8,-4.8,0.0,0.83218,0.83218,0.83218,0.0,0.16782,0.16782,0.16782,0.0,-13.82,-13.27
mp-11917,-1.125,-0.78,-1.47,0.345,-4.694999999999999,-2.34,-5.88,1.4452248959936997,0.99788,1.0,0.99576,0.0021200000000000108,0.00212,0.0,0.00424,0.00212,-93.68,-91.69
mp-11918,-0.8300000000000001,-0.24,-1.5,0.5526662645756478,-2.9379999999999997,-0.24,-4.51,1.665501726207451,0.9222539999999999,0.97479,0.7193,0.10150284539854042,0.07774600000000001,0.02521,0.2807,0.10150284539854043,-196.06,-186.42
mp-11919,-0.6385714285714287,-0.19,-1.52,0.5607247496748821,-2.2,-0.22,-4.55,1.7549521768005938,0.8616771428571429,0.98097,0.71154,0.11227378433534516,0.13832285714285714,0.01903,0.28846,0.11227378433534513,-188.77,-181.73
mp-12015,-7.66,-7.66,-7.66,0.0,-19.145,-7.66,-30.63,11.485,0.993235,0.99356,0.99291,0.0003250000000000197,0.006765,0.00644,0.00709,0.00032499999999999977,-55.88,-47.68
mp-12016,-5.762499999999999,-4.64,-6.51,0.7458677831894874,-11.08,-6.36,-22.16,6.5025725678380555,0.9833099999999999,1.0,0.93945,0.025449175821625338,0.01669,0.0,0.06055,0.02544917582162534,-30.64,-24.03
mp-12317,-15.14,-15.14,-15.14,0.0,-22.715,-15.14,-30.29,7.574999999999999,0.99284,0.99284,0.99284,0.0,0.00716,0.00716,0.00716,0.0,-23.28,-20.71
mp-12385,-3.12875,-0.59,-4.57,1.551816979382556,-8.8275,-2.35,-27.37,8.87405593570381,0.9154549999999999,0.96394,0.81283,0.05989665746099694,0.084545,0.03606,0.18717,0.05989665746099694,-88.01,-73.9
mp-12418,-0.28500000000000003,-0.1,-0.53,0.16889345754054536,-1.25875,-0.21,-2.13,0.742772466842976,0.7984975000000001,0.88546,0.68852,0.08348667389919184,0.2015025,0.11454,0.31148,0.08348667389919184,-132.88,-145.32
mp-12427,-4.5183333333333335,-4.17,-4.84,0.3219946514393609,-12.051666666666668,-4.17,-29.04,10.715674526391494,0.9698566666666667,0.98016,0.95824,0.008087392795099202,0.03014333333333333,0.01984,0.04176,0.008087392795099187,-90.17,-73.22
mp-1243,-2.8066666666666666,-0.68,-3.87,1.5037804213233912,-13.823333333333332,-2.73,-23.24,8.456690973555922,0.9455,0.9874,0.8617,0.059255548263432704,0.0545,0.0126,0.1383,0.05925554826343269,-62.15,-40.0
