mp-ids,Icohp_mean_avg,Icohp_mean_max,Icohp_mean_min,Icohp_mean_std,Icohp_sum_avg,Icohp_sum_max,Icohp_sum_min,Icohp_sum_std,bonding_perc_avg,bonding_perc_max,bonding_perc_min,bonding_perc_std,antibonding_perc_avg,antibonding_perc_min,antibonding_perc_max,antibonding_perc_std,Madelung_Mull,Madelung_Loew
mp-5618,-5.763333333333333,-1.08,-8.63,3.3330599887924146,-11.278333333333334,-1.08,-32.85,10.651822092435118,0.9793050000000001,1.0,0.91601,0.02969446679658238,0.020694999999999998,0.0,0.08399,0.029694466796582372,-143.54,-118.83
mp-561827,-2.164,-0.7,-3.46,1.217630485820719,-6.784000000000001,-2.74,-19.33,6.357718458692552,0.9071919999999999,0.95738,0.86624,0.041187922210279074,0.09280799999999999,0.04262,0.13376,0.041187922210279074,-32.6,-26.55
mp-561902,-0.5133333333333333,-0.19,-1.02,0.330008417401065,-2.1333333333333333,-0.66,-4.44,1.2794291261687334,0.74487,0.90361,0.60592,0.09907231895607034,0.25513,0.09639,0.39408,0.09907231895607033,-26.23,-22.98
mp-561947,-0.47400000000000003,-0.2,-0.7,0.2287006777427649,-2.4240000000000004,-0.79,-4.18,1.245690170146654,0.7848520000000001,0.93862,0.64697,0.11749183399709102,0.21514799999999998,0.06138,0.35303,0.11749183399709107,-20.61,-20.17
mp-5621,-2.1166666666666667,-0.52,-4.55,1.7483770251928563,-5.966666666666668,-1.03,-18.19,5.61726109614127,0.8206683333333333,0.97581,0.72809,0.10871766192247184,0.17933166666666667,0.02419,0.27191,0.10871766192247187,-14.19,-10.62
mp-5652,-5.871428571428571,-3.06,-8.11,2.4346688162659738,-13.474285714285715,-6.12,-32.02,8.763689466270728,0.9880714285714287,1.0,0.94939,0.016354499100135325,0.011928571428571429,0.0,0.05061,0.016354499100135308,-133.76,-85.35
mp-567290,-1.6199999999999999,-0.68,-2.09,0.6646803743153546,-9.693333333333333,-8.18,-10.45,1.0700882621956418,0.9291900000000001,0.97717,0.83497,0.06662738776209076,0.07081,0.02283,0.16503,0.06662738776209075,-30.77,-21.0
mp-567373,-5.62125,-1.34,-13.02,5.445225976715751,-8.783750000000001,-2.68,-25.3,7.297348726592419,0.97419125,0.99923,0.95425,0.015184462813596651,0.02580875,0.00077,0.04575,0.015184462813596667,-44.49,-28.05
mp-567558,-0.3977777777777778,-0.15,-1.02,0.2957017182446519,-1.4955555555555553,-0.15,-3.56,1.0804023027569263,0.8009533333333333,0.93061,0.61503,0.11893187695296646,0.19904666666666668,0.06939,0.38497,0.11893187695296646,-15.94,-13.25
mp-567636,-1.3233333333333335,-1.07,-1.59,0.2124983660067897,-6.003333333333334,-5.24,-6.41,0.5401440137181523,0.9332033333333333,0.98336,0.84284,0.0640255138380179,0.06679666666666667,0.01664,0.15716,0.06402551383801791,-2.55,-1.62
mp-567652,-1.855,-0.7,-3.01,1.1549999999999998,-6.484999999999999,-0.7,-18.05,6.793454570393476,0.9688125,0.99061,0.94888,0.01952599469297276,0.0311875,0.00939,0.05112,0.01952599469297275,-23.25,-15.73
mp-567655,-14.53,-14.53,-14.53,0.0,-21.794999999999998,-14.53,-29.06,7.265,0.995735,0.9959,0.99557,0.00016500000000002624,0.004265,0.0041,0.00443,0.00016499999999999978,-42.06,-36.45
mp-567666,-0.358,-0.21,-0.53,0.12734205903785284,-2.178,-0.83,-4.21,1.260974226540733,0.7554160000000001,0.8294,0.67965,0.06634419962589046,0.244584,0.1706,0.32035,0.06634419962589043,-124.11,-124.09
mp-567680,-0.37166666666666665,-0.25,-0.46,0.07776388764858805,-2.226666666666666,-0.51,-4.02,1.2243864676735945,0.8424616666666666,0.93243,0.7359,0.06414622940767618,0.15753833333333334,0.06757,0.2641,0.0641462294076762,-49.8,-43.75
mp-567744,-0.5766666666666667,-0.52,-0.64,0.049216076867444676,-2.6766666666666663,-1.92,-4.01,0.9456684878375131,0.8883666666666666,0.91667,0.83934,0.03480492908897946,0.11163333333333332,0.08333,0.16066,0.03480492908897946,-64.26,-53.94
mp-567776,-0.9177777777777778,-0.25,-2.12,0.7712295778355464,-2.351111111111111,-0.33,-8.47,2.5265586803856546,0.77552,0.93966,0.62903,0.11607884188487297,0.22447999999999999,0.06034,0.37097,0.11607884188487294,-18.4,-15.39
mp-567841,-1.0133333333333334,-0.98,-1.04,0.024944382578492966,-5.3999999999999995,-4.09,-6.23,0.9372655262339841,0.9823733333333333,0.99279,0.96378,0.013179237037434647,0.01762666666666667,0.00721,0.03622,0.013179237037434637,-662.82,-586.09
mp-567913,-2.955,-2.29,-3.62,0.665,-4.4325,-2.29,-7.23,1.8097841722150187,0.8406575000000001,0.86345,0.81768,0.022728233955809248,0.15934250000000003,0.13655,0.18232,0.02272823395580924,-7.48,-5.95
mp-568018,-1.376,-0.31,-2.92,1.2378788309038973,-3.2,-0.31,-8.57,3.3935586041793946,0.8943340000000001,0.95349,0.85294,0.04729944337938871,0.105666,0.04651,0.14706,0.04729944337938872,-4.99,-3.85
mp-568032,-2.46,-0.99,-3.93,1.4700000000000002,-7.135,-0.99,-15.72,5.522818573880551,0.9155975,0.99495,0.83673,0.07872880266300257,0.08440249999999999,0.00505,0.16327,0.07872880266300257,-12.28,-7.93
mp-568052,-1.09,-0.41,-2.63,0.8822131261775694,-4.345,-0.41,-13.13,4.66011355369516,0.9212766666666665,0.98767,0.74615,0.080959149095221,0.07872333333333334,0.01233,0.25385,0.080959149095221,-8.08,-7.06
mp-568273,-0.4533333333333333,-0.13,-0.62,0.22866763848189994,-2.546666666666667,-0.26,-3.7,1.616938121539872,0.9595966666666667,1.0,0.87879,0.05713894196508097,0.04040333333333333,0.0,0.12121,0.05713894196508095,-8.51,-5.08
mp-568284,-0.5433333333333333,-0.49,-0.6,0.04496912521077347,-2.5033333333333334,-1.79,-3.76,0.8913036644276865,0.9048166666666667,0.93659,0.84698,0.04096308121006311,0.09518333333333333,0.06341,0.15302,0.04096308121006307,-55.49,-45.62
mp-568536,-0.31,-0.12,-0.48,0.13662601021279466,-1.93,-0.28,-3.83,1.3083067937860242,0.8258783333333333,0.92973,0.74138,0.060591707743075034,0.17412166666666665,0.07027,0.25862,0.06059170774307507,-42.09,-34.72
mp-568544,-0.44000000000000006,-0.25,-0.71,0.22072607458114232,-2.28,-1.01,-4.25,1.1975808949711915,0.8482999999999998,0.91626,0.77953,0.0570802470211894,0.1517,0.08374,0.22047,0.05708024702118939,-17.27,-15.61
mp-568560,-0.93,-0.93,-0.93,0.0,-5.56,-5.56,-5.56,0.0,0.90029,0.90029,0.90029,0.0,0.09971,0.09971,0.09971,0.0,-1.31,-0.29
mp-568619,-5.997000000000001,-5.98,-6.01,0.010049875621120677,-23.985,-23.91,-24.03,0.03827531841800918,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-107.53,-77.68
mp-568661,-2.465,-0.98,-3.95,1.485,-7.155,-0.98,-15.81,5.569445663618598,0.9166124999999999,0.99748,0.83562,0.0805583854651395,0.0833875,0.00252,0.16438,0.0805583854651395,-12.26,-7.93
mp-568662,-0.3666666666666667,-0.1,-0.5,0.18856180831641267,-2.3866666666666667,-1.22,-3.96,1.154969937078691,0.8427699999999999,0.88125,0.82353,0.027209468940058348,0.15722999999999998,0.11875,0.17647,0.027209468940058348,-16.21,-14.37
mp-568666,-0.7722222222222223,-0.26,-2.02,0.6188300390930862,-2.241111111111111,-0.35,-6.56,2.0398444627222845,0.7918833333333334,0.98374,0.58537,0.13744815378089942,0.20811666666666667,0.01626,0.41463,0.13744815378089942,-8.81,-6.59
mp-568968,-2.126,-0.69,-4.13,1.6371756167253406,-5.246,-0.84,-16.51,5.761279718951338,0.866534,0.99166,0.74706,0.10924257001737009,0.133466,0.00834,0.25294,0.10924257001737006,-19.01,-16.26
mp-569028,-3.37,-3.37,-3.37,0.0,-11.785,-3.37,-20.2,8.415,0.9726,0.97329,0.97191,0.0006899999999999684,0.0274,0.02671,0.02809,0.0006899999999999996,-11.49,-7.88
mp-569149,-1.064,-0.24,-2.29,1.001051447229362,-4.018,-0.26,-13.74,4.947780916734289,0.8528100000000001,0.98969,0.60465,0.14098472215101887,0.14719,0.01031,0.39535,0.1409847221510189,-17.71,-14.82
mp-569346,-1.19,-1.19,-1.19,0.0,-4.74,-4.74,-4.74,0.0,0.73099,0.73099,0.73099,0.0,0.26901,0.26901,0.26901,0.0,-3.21,-1.97
mp-569442,-1.13125,-0.26,-2.46,1.0253711218383323,-2.48375,-0.41,-9.81,2.9303111502876273,0.8119624999999999,0.9898,0.60825,0.13548277157539257,0.1880375,0.0102,0.39175,0.13548277157539257,-19.93,-16.78
mp-569548,-0.87875,-0.23,-2.12,0.7036767279795461,-2.4487500000000004,-0.31,-7.31,2.4280879179922623,0.7640825,0.95146,0.63006,0.11508026076938649,0.2359175,0.04854,0.36994,0.11508026076938652,-12.85,-10.56
mp-569571,-1.6949999999999998,-1.01,-2.19,0.5135416244083822,-5.77875,-1.1,-12.02,3.0412474311538675,0.9181425,0.99323,0.8018,0.08256470095476638,0.0818575,0.00677,0.1982,0.08256470095476638,-0.46,-0.81
mp-569639,-0.64,-0.12,-0.9,0.36769552621700474,-4.086666666666667,-1.42,-5.42,1.8856180831641267,0.8835700000000001,0.88588,0.87895,0.0032668333290818453,0.11642999999999999,0.11412,0.12105,0.003266833329081852,-1.73,-0.61
mp-569677,-0.41600000000000004,-0.24,-0.58,0.13879481258317977,-2.092,-1.03,-3.47,0.7945162049952159,0.81175,0.87892,0.75,0.05500197596450513,0.18825,0.12108,0.25,0.05500197596450513,-36.9,-37.37
mp-569779,-0.9266666666666667,-0.65,-1.15,0.20757863302587015,-5.0200000000000005,-3.93,-6.53,1.1022099013648294,0.9088966666666667,0.99847,0.73327,0.12419512103496212,0.09110333333333336,0.00153,0.26673,0.12419512103496211,-8.0,-4.6
mp-569812,-17.439999999999998,-17.05,-17.83,0.31843366656181216,-23.25333333333333,-17.05,-34.88,8.227459443162811,0.98694,0.98957,0.98191,0.0035579863218774105,0.013059999999999997,0.01043,0.01809,0.003557986321877399,-37.03,-36.41
mp-570008,-0.38,-0.28,-0.51,0.10639548862616309,-2.214,-1.01,-3.61,1.0108333195932946,0.82247,0.87821,0.7365,0.05223773157402606,0.17753,0.12179,0.2635,0.05223773157402607,-63.92,-63.07
mp-570097,-0.3518181818181818,-0.1,-0.82,0.23517182042916396,-1.5236363636363637,-0.17,-4.71,1.3351422990369552,0.8703209090909091,1.0,0.70732,0.10577555976986415,0.12967909090909094,0.0,0.29268,0.10577555976986412,-29.94,-33.86
mp-570213,-0.64,-0.64,-0.64,0.0,-2.56,-2.56,-2.56,0.0,0.98117,0.98473,0.97761,0.0035600000000000076,0.01883,0.01527,0.02239,0.00356,-24.42,-20.8
mp-570256,-0.94,-0.91,-0.97,0.02999999999999997,-2.6,-0.91,-3.9,1.2298577153475925,0.710155,0.72864,0.69118,0.018488246942314435,0.28984499999999996,0.27136,0.30882,0.018488246942314462,-8.35,-7.02
mp-570324,-0.89375,-0.23,-1.96,0.8260135819101282,-2.47375,-0.25,-11.78,3.590891036706627,0.84275125,1.0,0.61682,0.14475286555345804,0.15724875,0.0,0.38318,0.14475286555345804,-13.37,-10.91
mp-570354,-0.72,-0.72,-0.72,0.0,-4.34,-4.34,-4.34,0.0,0.74548,0.74548,0.74548,0.0,0.25452,0.25452,0.25452,0.0,-2.57,-1.76
mp-570485,-2.2266666666666666,-0.38,-3.68,1.3756291489916737,-4.933333333333333,-1.14,-11.04,4.360132515825127,0.8806000000000002,1.0,0.71648,0.11998835054565367,0.11939999999999999,0.0,0.28352,0.11998835054565365,-15.82,-13.41
mp-570538,-18.89,-18.89,-18.89,0.0,-28.34,-18.89,-37.79,9.45,0.9936,0.99373,0.99347,0.000130000000000019,0.0064,0.00627,0.00653,0.0001299999999999999,-5.7,-6.26
mp-5707,-4.73,-3.73,-5.73,0.8341702464125654,-7.5680000000000005,-3.73,-18.92,5.736969234709212,0.852222,0.883,0.81063,0.03173871667222857,0.14777800000000002,0.117,0.18937,0.03173871667222857,-47.72,-38.94
mp-570844,-1.615,-0.59,-2.56,0.7361329137232397,-8.74,-0.59,-18.02,5.525552762695632,0.9189383333333333,0.99529,0.6612,0.1164602359057469,0.08106166666666666,0.00471,0.3388,0.1164602359057469,-1.32,-4.04
mp-570891,-0.31,-0.31,-0.31,0.0,-2.276666666666667,-1.85,-2.49,0.3016988933062603,0.9532133333333332,0.98444,0.89076,0.04416117550770384,0.04678666666666667,0.01556,0.10924,0.044161175507703855,-4.73,-3.73
mp-570935,-0.92,-0.92,-0.92,0.0,-3.69,-3.69,-3.69,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-9.4,-5.27
mp-571093,-2.14,-0.44,-3.46,1.2618504929929957,-4.743333333333333,-1.32,-10.39,4.022738149845479,0.8650300000000001,1.0,0.68333,0.13343598190393274,0.13497,0.0,0.31667,0.13343598190393274,-15.85,-13.25
mp-571102,-0.95,-0.95,-0.95,0.0,-5.71,-5.71,-5.71,0.0,0.91304,0.91304,0.91304,0.0,0.08696,0.08696,0.08696,0.0,-0.76,-0.02
mp-571124,-1.4900000000000002,-0.53,-2.45,0.9600000000000001,-5.220000000000001,-0.53,-14.72,5.569573592295913,0.937255,0.98938,0.88406,0.051476769760737714,0.06274500000000001,0.01062,0.11594,0.05147676976073771,-27.38,-20.07
mp-571166,-0.72,-0.72,-0.72,0.0,-3.2299999999999995,-2.15,-4.31,1.0799999999999998,0.9258900000000001,0.92688,0.9249,0.0009899999999999909,0.07411000000000001,0.07312,0.0751,0.0009899999999999978,-34.33,-28.11
mp-571222,-0.3033333333333333,-0.21,-0.35,0.06599663291074442,-2.233333333333333,-2.11,-2.48,0.17441967269268177,0.8909699999999999,0.92203,0.87544,0.021962736623654174,0.10903,0.07797,0.12456,0.021962736623654167,-4.43,-3.92
mp-571306,-0.68,-0.14,-1.24,0.42617158776978814,-2.59,-0.42,-4.13,1.346575904532183,0.8080122222222222,0.91509,0.69662,0.07460908192822667,0.19198777777777778,0.08491,0.30338,0.07460908192822667,-148.1,-148.38
mp-571386,-0.75,-0.75,-0.75,0.0,-4.5,-4.5,-4.5,0.0,0.7451,0.7451,0.7451,0.0,0.2549,0.2549,0.2549,0.0,-3.24,-2.3
mp-571461,-0.71125,-0.29,-1.79,0.6236472861321534,-1.7225000000000001,-0.35,-3.59,0.9497466767512273,0.85441375,0.95,0.63492,0.09381227171024853,0.14558625,0.05,0.36508,0.09381227171024856,-28.64,-27.95
mp-571467,-1.69,-0.6,-2.78,1.0899999999999999,-5.910000000000001,-0.6,-16.67,6.307792799387122,0.9801250000000001,0.98387,0.97872,0.0021643070484568486,0.019874999999999997,0.01613,0.02128,0.0021643070484568504,-21.35,-13.68
mp-573204,-0.96,-0.4,-2.34,0.872795181340633,-3.79,-0.41,-14.02,4.256732482617557,0.8723514285714286,0.9533,0.78873,0.0681273673619748,0.12764857142857142,0.0467,0.21127,0.0681273673619748,-39.01,-35.15
mp-573658,-4.16,-1.17,-7.09,2.930307151136208,-6.545,-2.33,-14.18,4.797856292137146,0.9113475,1.0,0.81418,0.08852506350604893,0.0886525,0.0,0.18582,0.08852506350604895,-18.16,-16.04
mp-573697,-0.32000000000000006,-0.28,-0.34,0.0282842712474619,-2.473333333333333,-2.05,-3.32,0.5986837414046102,0.8778233333333333,0.91919,0.85714,0.02925065051508349,0.12217666666666666,0.08081,0.14286,0.029250650515083507,-4.68,-4.35
mp-573721,-2.766666666666667,-0.68,-3.81,1.4754961500759292,-8.533333333333333,-2.73,-15.25,5.151907952938946,0.9458433333333334,0.99869,0.8408,0.0742773273318013,0.054156666666666665,0.00131,0.1592,0.0742773273318013,-15.71,-14.62
mp-573755,-0.8816666666666667,-0.22,-1.87,0.7218821849089289,-1.7533333333333332,-0.43,-3.73,1.4437643698178577,0.8299966666666666,0.89091,0.70175,0.06343984280840831,0.17000333333333337,0.10909,0.29825,0.06343984280840831,-7.83,-6.58
mp-573763,-0.348,-0.24,-0.53,0.10264501936285074,-2.5879999999999996,-1.19,-4.25,1.250398336531203,0.8677059999999999,0.93985,0.81188,0.04238902339049577,0.13229400000000002,0.06015,0.18812,0.0423890233904958,-39.79,-36.62
mp-574599,-1.0050000000000001,-0.28,-2.1,0.808450163378465,-2.105,-0.63,-4.21,1.5379613129074476,0.8126216666666668,0.89623,0.65049,0.08273355152066313,0.18737833333333334,0.10377,0.34951,0.08273355152066314,-9.83,-9.17
mp-5782,-2.885,-0.93,-4.84,1.9549999999999998,-8.655000000000001,-1.85,-19.37,6.83087659089227,0.8270350000000001,0.99897,0.65468,0.17193525649208774,0.17296499999999998,0.00103,0.34532,0.17193525649208774,-19.39,-8.73
mp-5784,-6.973333333333334,-5.94,-8.01,0.8450772482770763,-15.923333333333332,-8.01,-27.89,8.607195955839638,0.9689199999999999,0.99506,0.91772,0.036206551893269254,0.03108,0.00494,0.08228,0.03620655189326927,-88.76,-68.79
mp-5795,-0.48999999999999994,-0.13,-0.95,0.33966369922531986,-2.0914285714285716,-0.41,-3.82,1.4132377069433615,0.8729385714285713,0.9727,0.70166,0.10602253364646748,0.12706142857142855,0.0273,0.29834,0.10602253364646745,-64.22,-66.74
mp-581024,-0.33428571428571435,-0.13,-0.66,0.2186227764148716,-2.0100000000000002,-0.79,-5.31,1.5332598326068918,0.8646771428571427,0.96899,0.72302,0.09024516207282816,0.13532285714285713,0.03101,0.27698,0.09024516207282815,-18.67,-13.07
mp-581833,-18.07,-18.07,-18.07,0.0,-27.11,-18.07,-36.15,9.04,0.993445,0.99345,0.99344,5.000000000032756e-06,0.006555,0.00655,0.00656,4.999999999999796e-06,-6.64,-7.62
mp-5840,-1.1428571428571428,-0.34,-2.78,1.0426575151398232,-5.062857142857142,-1.35,-16.68,5.274815404449752,0.9423414285714287,1.0,0.8169,0.0692291708599719,0.057658571428571434,0.0,0.1831,0.06922917085997192,-59.91,-43.2
mp-5853,-4.608,-0.84,-7.96,3.1128533534363614,-12.936000000000002,-0.84,-27.52,10.565047278644805,0.9971180000000001,1.0,0.98559,0.005764000000000014,0.002882,0.0,0.01441,0.005764,-153.53,-109.82
mp-5858,-1.875,-0.8,-2.95,1.075,-6.5475,-0.8,-17.67,6.573531680154893,0.752615,0.78865,0.71635,0.03574747928176195,0.247385,0.21135,0.28365,0.035747479281761946,-45.64,-39.51
mp-5860,-1.0999999999999999,-0.33,-2.59,1.0536602868097475,-2.2033333333333336,-0.33,-5.19,1.496302851104088,0.8181183333333332,0.9148,0.58247,0.1126428619452747,0.1818816666666667,0.0852,0.41753,0.11264286194527473,-24.14,-23.44
mp-5878,-0.536,-0.26,-0.92,0.313725995097633,-2.714,-1.16,-5.5,1.6017939942452026,0.8358339999999999,0.94226,0.67987,0.12717364956625254,0.16416599999999998,0.05774,0.32013,0.12717364956625252,-27.46,-25.47
mp-588,-4.69,-4.69,-4.69,0.0,-18.745,-9.37,-28.12,9.375,0.9792000000000001,0.97953,0.97887,0.00032999999999999696,0.0208,0.02047,0.02113,0.00033000000000000043,-43.92,-24.19
mp-5928,-3.344,-0.99,-4.92,1.922036420050359,-10.812000000000001,-0.99,-19.67,7.751782762694012,0.927272,1.0,0.81701,0.08907631860376808,0.072728,0.0,0.18299,0.08907631860376808,-21.64,-12.44
mp-5955,-3.0300000000000002,-0.61,-5.45,2.42,-10.605,-0.61,-32.71,12.879024613688726,0.9856775,1.0,0.96875,0.014440464630682758,0.0143225,0.0,0.03125,0.014440464630682768,-59.71,-45.94
mp-5962,-0.48999999999999994,-0.11,-0.8,0.27033312782565144,-2.114,-0.43,-3.21,1.036081077908481,0.9194519999999999,1.0,0.64474,0.1377657005789177,0.08054800000000001,0.0,0.35526,0.13776570057891768,-42.1,-40.47
mp-5967,-1.1966666666666665,-1.14,-1.31,0.08013876853447546,-5.5633333333333335,-4.58,-6.87,0.9624390312580267,0.9282233333333334,0.99351,0.80254,0.08889395642499487,0.07177666666666667,0.00649,0.19746,0.08889395642499487,-4.11,-2.52
mp-5986,-2.67,-0.63,-3.4,1.1782402131993288,-8.99,-2.52,-20.02,6.594217163545647,0.94897,0.99359,0.81989,0.07453080805948636,0.05103,0.00641,0.18011,0.07453080805948638,-44.03,-38.99
mp-602,-1.7233333333333334,-0.37,-2.4,0.9569511772057943,-7.94,-2.25,-14.38,4.98036812561749,0.9449200000000001,0.96452,0.90637,0.027260258008072247,0.05508,0.03548,0.09363,0.027260258008072243,-0.02,-0.07
mp-6026,-14.43,-14.43,-14.43,0.0,-28.855,-14.43,-43.28,14.425,0.995765,0.99588,0.99565,0.00011499999999997623,0.004235,0.00412,0.00435,0.00011499999999999965,-61.4,-46.92
mp-6058,-1.85,-0.62,-3.08,1.23,-6.4725,-0.62,-18.46,7.017518703216972,0.8932074999999999,0.8995,0.8875,0.00572247051106426,0.10679250000000001,0.1005,0.1125,0.005722470511064256,-43.28,-34.27
mp-6059,-1.4400000000000002,-0.4,-3.45,1.42157189992862,-5.435,-0.4,-20.68,6.90622605576543,0.867295,0.94811,0.8,0.06082288186474998,0.132705,0.05189,0.2,0.060822881864749996,-36.51,-30.15
mp-608555,-3.8,-3.8,-3.8,0.0,-13.285,-3.8,-22.77,9.485,0.963395,0.96341,0.96338,1.4999999999987246e-05,0.036605,0.03659,0.03662,1.5000000000001124e-05,-15.65,-11.27
mp-6088,-1.091111111111111,-0.24,-2.28,0.7013391071442376,-4.6933333333333325,-0.96,-9.12,2.7962474854704826,0.8398744444444444,0.92678,0.7054,0.08949506592372206,0.16012555555555552,0.07322,0.2946,0.08949506592372206,-39.69,-25.22
mp-614603,-0.2866666666666667,-0.14,-0.36,0.10370899457402696,-1.9799999999999998,-1.66,-2.14,0.2262741699796953,0.8903433333333334,0.91837,0.87633,0.019817846054054955,0.10965666666666667,0.08163,0.12367,0.019817846054054976,-4.18,-3.33
mp-616378,-0.915,-0.18,-1.61,0.6856323115684286,-3.1916666666666664,-0.56,-9.59,3.045452438564023,0.9145516666666667,0.9602,0.87559,0.03628956388856474,0.08544833333333333,0.0398,0.12441,0.036289563888564746,-10.08,-5.32
mp-6204,-1.1271428571428572,-0.35,-2.89,1.1160352565566873,-4.352857142857142,-0.49,-17.33,5.367289058429281,0.89431,0.92657,0.875,0.01712144186184596,0.10568999999999999,0.07343,0.125,0.01712144186184597,-43.58,-31.12
mp-623024,-2.265,-0.81,-3.72,1.455,-7.919999999999999,-0.81,-22.29,8.426930045989465,0.8237475000000001,0.95032,0.69756,0.12598825845589742,0.17625249999999998,0.04968,0.30244,0.1259882584558974,-46.88,-37.68
mp-625136,-7.22,-7.22,-7.22,0.0,-7.22,-7.22,-7.22,0.0,0.98262,0.98262,0.98262,0.0,0.01738,0.01738,0.01738,0.0,-24.55,-20.78
mp-626151,-5.098000000000001,-2.28,-8.57,2.851199046015553,-11.346,-6.84,-19.79,4.682360942943206,0.985212,1.0,0.95106,0.01796774265176346,0.014787999999999999,0.0,0.04894,0.017967742651763464,-44.77,-28.72
mp-626620,-7.52,-7.52,-7.52,0.0,-7.52,-7.52,-7.52,0.0,0.97959,0.97959,0.97959,0.0,0.02041,0.02041,0.02041,0.0,-23.58,-20.44
mp-626724,-3.5500000000000003,-0.88,-7.36,2.7224498771021173,-7.831666666666666,-4.87,-13.49,2.8357328075041828,0.9355350000000001,0.98292,0.86621,0.043738753506853995,0.064465,0.01708,0.13379,0.043738753506854,-52.47,-35.16
mp-626785,-7.62,-7.62,-7.62,0.0,-7.62,-7.62,-7.62,0.0,0.97506,0.97506,0.97506,0.0,0.02494,0.02494,0.02494,0.0,-23.29,-20.33
mp-632319,-0.49,-0.49,-0.49,0.0,-8.75,-8.75,-8.75,0.0,0.81259,0.81259,0.81259,0.0,0.18741,0.18741,0.18741,0.0,-4.32,-3.99
mp-634657,-6.09,-6.09,-6.09,0.0,-6.09,-6.09,-6.09,0.0,0.99674,0.99674,0.99674,0.0,0.00326,0.00326,0.00326,0.0,-10.26,-7.39
mp-634676,-5.88,-5.88,-5.88,0.0,-5.88,-5.88,-5.88,0.0,0.99662,0.99662,0.99662,0.0,0.00338,0.00338,0.00338,0.0,-10.02,-8.05
mp-6384,-7.455,-3.73,-11.18,3.725,-10.249999999999998,-3.73,-22.36,7.624595071215257,0.8350249999999999,0.90863,0.76157,0.07345507657745654,0.164975,0.09137,0.23843,0.07345507657745651,-72.06,-61.42
mp-638729,-3.56,-3.56,-3.56,0.0,-12.45,-3.56,-21.34,8.89,0.9339299999999999,0.93409,0.93377,0.00015999999999999348,0.06606999999999999,0.06591,0.06623,0.00016000000000000042,-17.82,-13.15
mp-6408,-2.4866666666666664,-1.26,-4.77,1.616051429324643,-6.460000000000001,-1.26,-19.07,5.835277771166226,0.8279000000000001,0.96411,0.70665,0.10529873566825641,0.17210000000000003,0.03589,0.29335,0.1052987356682564,-24.98,-19.8
mp-641923,-3.32,-3.32,-3.32,0.0,-11.605,-3.32,-19.89,8.285,0.973595,0.97429,0.9729,0.0006950000000000012,0.026404999999999998,0.02571,0.0271,0.0006949999999999994,-11.44,-7.98
mp-642648,-7.575,-5.35,-9.8,2.2250000000000005,-11.3625,-5.35,-19.6,5.169305441739732,0.9838600000000001,0.99814,0.96935,0.01428092609041866,0.01614,0.00186,0.03065,0.014280926090418646,-75.69,-63.73
mp-642725,-7.52,-7.52,-7.52,0.0,-7.52,-7.52,-7.52,0.0,0.97962,0.97962,0.97962,0.0,0.02038,0.02038,0.02038,0.0,-57.05,-47.57
mp-643002,-1.1600000000000001,-0.26,-2.39,1.0052462384908487,-4.311999999999999,-0.26,-14.35,5.104654346770211,0.9015000000000001,0.97771,0.67089,0.11631096044655465,0.0985,0.02229,0.32911,0.11631096044655466,-24.28,-21.56
mp-643101,-1.1275,-0.27,-1.95,0.8228722561856122,-3.995,-0.27,-11.72,4.515398653496721,0.8786974999999999,1.0,0.67105,0.13555801993519231,0.12130250000000001,0.0,0.32895,0.13555801993519234,-16.88,-13.06
mp-643243,-1.12,-0.26,-1.87,0.7540225460820121,-4.0675,-0.26,-11.23,4.2416764079783364,0.8737925,1.0,0.67606,0.1356692517439011,0.1262075,0.0,0.32394,0.13566925174390107,-16.94,-12.4
mp-643257,-1.01,-0.24,-1.73,0.720867532907399,-2.6100000000000003,-0.34,-6.94,2.552870932891046,0.8664700000000001,0.98333,0.67708,0.12718293537263559,0.13352999999999998,0.01667,0.32292,0.12718293537263559,-7.1,-5.58
mp-643260,-0.898,-0.22,-1.85,0.7787528491119631,-2.446,-0.35,-7.39,2.5343448857643662,0.926878,1.0,0.67347,0.12700760440225617,0.07312199999999999,0.0,0.32653,0.12700760440225614,-7.44,-5.33
mp-643264,-0.5690909090909091,-0.2,-1.77,0.576564347042888,-2.087272727272727,-0.22,-10.62,2.776937786676968,0.8696854545454545,0.98717,0.67797,0.0912799505381545,0.13031454545454546,0.01283,0.32203,0.0912799505381545,-43.67,-39.29
mp-643279,-1.12,-0.21,-2.0,0.8802556446851107,-3.8925,-0.27,-12.02,4.732480190132865,0.8790549999999999,1.0,0.67089,0.13529360267581023,0.120945,0.0,0.32911,0.13529360267581023,-17.15,-12.99
mp-643370,-0.27285714285714285,-0.1,-0.49,0.17758010552297523,-1.4614285714285715,-0.31,-3.61,1.2292672448185031,0.8449257142857143,0.94801,0.76052,0.06798555179640176,0.15507428571428572,0.05199,0.23948,0.06798555179640174,-49.7,-47.12
mp-644203,-0.304,-0.21,-0.37,0.07683749084919418,-1.702,-0.74,-2.22,0.5248009146333493,0.7947919999999999,0.84127,0.75515,0.037052627113337046,0.205208,0.15873,0.24485,0.03705262711333705,-17.68,-18.53
